CO/VISN,Office/Facility,Station,Occupation,Specialty,Specialty Name,NbrEmps,ID
10,"VAMC Saginaw, MI",655,610,Q1,RN/STAFF-OUTPATIENT          ,6,
23,"HCS St. Cloud, MN",656,602,9,PLASTIC SURGERY              ,1,
23,"HCS St. Cloud, MN",656,602,21,GEN INTERNAL MED             ,1,
23,"HCS St. Cloud, MN",656,602,30,NEUROLOGY                    ,1,
23,"HCS St. Cloud, MN",656,602,31,PSYCHIATRY                   ,2,
23,"HCS St. Cloud, MN",656,602,49,FAMILY PRACTICE              ,1,
23,"HCS St. Cloud, MN",656,610,75,NURSE PRACTIONER             ,7,
23,"HCS St. Cloud, MN",656,610,Q1,RN/STAFF-OUTPATIENT          ,12,
23,"HCS St. Cloud, MN",656,610,Q2,RN/STAFF-MIXED               ,2,
23,"HCS St. Cloud, MN",656,610,Q6,RN/STAFF-INP CLC             ,2,
15,"HCS St. Louis, MO",657,602,3,GYNECOLOGY                   ,1,657st
15,"HCS St. Louis, MO",657,602,6,OPHTHALMOLOGY                ,2,657st
15,"HCS St. Louis, MO",657,602,7,ORTHOPEDIC SURGERY           ,6,657st
15,"HCS St. Louis, MO",657,602,8,OTOLARYNGOLOGY               ,3,657st
15,"HCS St. Louis, MO",657,602,9,PLASTIC SURGERY              ,1,657st
15,"HCS St. Louis, MO",657,602,12,UROLOGY                      ,3,657st
15,"HCS St. Louis, MO",657,602,16,EMERGENCY MEDICINE           ,3,657st
15,"HCS St. Louis, MO",657,602,20,DERMATOLOGY                  ,2,657st
15,"HCS St. Louis, MO",657,602,21,GEN INTERNAL MED             ,3,657st
15,"HCS St. Louis, MO",657,602,25,GASTROENTEROLOGY             ,2,657st
15,"HCS St. Louis, MO",657,602,26,PULMONARY DISEASES           ,1,657st
15,"HCS St. Louis, MO",657,602,27,NEPHROLOGY                   ,1,657st
15,"HCS St. Louis, MO",657,602,28,RHEUMATOLOGY                 ,3,657st
15,"HCS St. Louis, MO",657,602,29,ENDOCRIN AND METAB           ,2,657st
15,"HCS St. Louis, MO",657,602,31,PSYCHIATRY                   ,1,657st
15,"HCS St. Louis, MO",657,602,40,GERIATRICS                   ,2,657st
15,"HCS St. Louis, MO",657,602,E4,CARDIOVAS/THOR SGR           ,1,657st
15,"HCS St. Louis, MO",657,602,E5,NEUROSURGERY                 ,1,657st
15,"HCS St. Louis, MO",657,602,E6,CARDIOLOGY NON-INTER         ,1,657st
15,"HCS St. Louis, MO",657,602,K6,HOSPITALIST                  ,2,657st
15,"HCS St. Louis, MO",657,602,N9,CARDIAC ELECTROPHY           ,1,657st
15,"HCS St. Louis, MO",657,602,P1,PRIMARY CARE                 ,4,657st
15,"HCS St. Louis, MO",657,602,R3,HEMATOLOGY/ONCOLOGY          ,1,657st
15,"HCS St. Louis, MO",657,602,R4,VASCULAR SURGERY             ,1,657st
15,"HCS St. Louis, MO",657,610,75,NURSE PRACTIONER             ,2,657st
15,"HCS St. Louis, MO",657,610,86,"RN, SHIFT SUPERVISOR         ",1,657st
15,"HCS St. Louis, MO",657,610,87,"RN,MGR/HEAD NURSE            ",7,657st
15,"HCS St. Louis, MO",657,610,88,STAFF NURSE                  ,38,657st
15,"HCS St. Louis, MO",657,610,90,NURSE SUPV MED SVC           ,1,657st
15,"HCS St. Louis, MO",657,610,F2,RN ADMIN TRAINEE             ,1,657st
15,"HCS St. Louis, MO",657,610,J9,ADV PR NURSE(STAFF)          ,9,657st
15,"HCS St. Louis, MO",657,610,M2,RN/CASE MGR/CARE             ,4,657st
15,"HCS St. Louis, MO",657,610,N5,NP-OTHER                     ,3,657st
15,"HCS St. Louis, MO",657,610,Q1,RN/STAFF-OUTPATIENT          ,5,657st
15,"HCS St. Louis, MO",657,610,Q2,RN/STAFF-MIXED               ,7,657st
15,"HCS St. Louis, MO",657,610,Q6,RN/STAFF-INP CLC             ,1,657st
6,"VAMC Salem, VA",658,602,1,ANESTHESIOLOGY               ,1,
6,"VAMC Salem, VA",658,602,2,SURGERY                      ,1,
6,"VAMC Salem, VA",658,602,6,OPHTHALMOLOGY                ,1,
6,"VAMC Salem, VA",658,602,28,RHEUMATOLOGY                 ,1,
6,"VAMC Salem, VA",658,602,41,PAIN MGMT/ANESTH,1,
6,"VAMC Salem, VA",658,602,P1,PRIMARY CARE                 ,2,
6,"VAMC Salem, VA",658,602,R3,HEMATOLOGY/ONCOLOGY          ,1,
6,"VAMC Salem, VA",658,610,75,NURSE PRACTIONER             ,1,
6,"VAMC Salem, VA",658,610,88,STAFF NURSE                  ,15,
6,"VAMC Salem, VA",658,610,N1,NURSE PRACT/LTC              ,1,
6,"VAMC Salem, VA",658,610,Q1,RN/STAFF-OUTPATIENT          ,3,
6,"VAMC Salem, VA",658,610,Q2,RN/STAFF-MIXED               ,1,
6,"VAMC Salem, VA",658,610,Q6,RN/STAFF-INP CLC             ,1,
6,"VAMC Salisbury, NC",659,602,6,OPHTHALMOLOGY                ,1,
6,"VAMC Salisbury, NC",659,602,16,EMERGENCY MEDICINE           ,1,
6,"VAMC Salisbury, NC",659,602,23,ALLERGY & IMMUNOLOGY         ,2,
6,"VAMC Salisbury, NC",659,602,25,GASTROENTEROLOGY             ,2,
6,"VAMC Salisbury, NC",659,602,28,RHEUMATOLOGY                 ,1,
6,"VAMC Salisbury, NC",659,602,29,ENDOCRIN AND METAB           ,1,
6,"VAMC Salisbury, NC",659,602,R3,HEMATOLOGY/ONCOLOGY          ,2,
6,"VAMC Salisbury, NC",659,610,75,NURSE PRACTIONER             ,2,
6,"VAMC Salisbury, NC",659,610,85,RN EDUCATOR                  ,1,
6,"VAMC Salisbury, NC",659,610,87,"RN,MGR/HEAD NURSE            ",1,
6,"VAMC Salisbury, NC",659,610,88,STAFF NURSE                  ,5,
6,"VAMC Salisbury, NC",659,610,M3,"RN,OEF-OIF CASE MGR          ",1,
6,"VAMC Salisbury, NC",659,610,Q1,RN/STAFF-OUTPATIENT          ,1,
6,"VAMC Salisbury, NC",659,610,Q2,RN/STAFF-MIXED               ,16,
6,"VAMC Salisbury, NC",659,610,Q6,RN/STAFF-INP CLC             ,8,
19,"HCS Salt Lake City, UT",660,602,13,PHYSIATRY                    ,1,
19,"HCS Salt Lake City, UT",660,602,20,DERMATOLOGY                  ,1,
19,"HCS Salt Lake City, UT",660,602,25,GASTROENTEROLOGY             ,2,
19,"HCS Salt Lake City, UT",660,602,29,ENDOCRIN AND METAB           ,1,
19,"HCS Salt Lake City, UT",660,602,30,NEUROLOGY                    ,1,
19,"HCS Salt Lake City, UT",660,602,31,PSYCHIATRY                   ,1,
19,"HCS Salt Lake City, UT",660,602,CC,PAIN MANAGEMENT,2,
19,"HCS Salt Lake City, UT",660,602,K6,HOSPITALIST                  ,2,
19,"HCS Salt Lake City, UT",660,602,N9,CARDIAC ELECTROPHY           ,1,
19,"HCS Salt Lake City, UT",660,610,75,NURSE PRACTIONER             ,4,
19,"HCS Salt Lake City, UT",660,610,88,STAFF NURSE                  ,8,
19,"HCS Salt Lake City, UT",660,610,Q2,RN/STAFF-MIXED               ,2,
21,"HCS San Francisco, CA",662,602,2,SURGERY                      ,1,
21,"HCS San Francisco, CA",662,602,6,OPHTHALMOLOGY                ,1,
21,"HCS San Francisco, CA",662,602,7,ORTHOPEDIC SURGERY           ,2,
21,"HCS San Francisco, CA",662,602,21,GEN INTERNAL MED             ,1,
21,"HCS San Francisco, CA",662,602,26,PULMONARY DISEASES           ,1,
21,"HCS San Francisco, CA",662,602,31,PSYCHIATRY                   ,2,
21,"HCS San Francisco, CA",662,602,K8,CRITICAL CARE                ,1,
21,"HCS San Francisco, CA",662,610,75,NURSE PRACTIONER             ,9,
21,"HCS San Francisco, CA",662,610,88,STAFF NURSE                  ,34,
21,"HCS San Francisco, CA",662,610,G5,"RN,FACILITY ADMIN            ",1,
21,"HCS San Francisco, CA",662,610,M2,RN/CASE MGR/CARE             ,1,
20,"HCS Puget Sound, WA",663,602,1,ANESTHESIOLOGY               ,2,
20,"HCS Puget Sound, WA",663,602,3,GYNECOLOGY                   ,1,
20,"HCS Puget Sound, WA",663,602,6,OPHTHALMOLOGY                ,1,
20,"HCS Puget Sound, WA",663,602,7,ORTHOPEDIC SURGERY           ,1,
20,"HCS Puget Sound, WA",663,602,8,OTOLARYNGOLOGY               ,2,
20,"HCS Puget Sound, WA",663,602,21,GEN INTERNAL MED             ,1,
20,"HCS Puget Sound, WA",663,602,25,GASTROENTEROLOGY             ,1,
20,"HCS Puget Sound, WA",663,602,28,RHEUMATOLOGY                 ,2,
20,"HCS Puget Sound, WA",663,602,30,NEUROLOGY                    ,2,
20,"HCS Puget Sound, WA",663,602,31,PSYCHIATRY                   ,3,
20,"HCS Puget Sound, WA",663,602,44,PHYS MED & REHAB             ,2,
20,"HCS Puget Sound, WA",663,602,49,FAMILY PRACTICE              ,1,
20,"HCS Puget Sound, WA",663,602,57,"PHYS--ADMIN, OTHER           ",1,
20,"HCS Puget Sound, WA",663,602,K6,HOSPITALIST                  ,1,
20,"HCS Puget Sound, WA",663,602,P1,PRIMARY CARE                 ,6,
20,"HCS Puget Sound, WA",663,602,R3,HEMATOLOGY/ONCOLOGY          ,1,
20,"HCS Puget Sound, WA",663,610,75,NURSE PRACTIONER             ,6,
20,"HCS Puget Sound, WA",663,610,87,"RN,MGR/HEAD NURSE            ",1,
20,"HCS Puget Sound, WA",663,610,88,STAFF NURSE                  ,25,
20,"HCS Puget Sound, WA",663,610,J4,RN/ASST MGR/PERM CHG         ,1,
20,"HCS Puget Sound, WA",663,610,J9,ADV PR NURSE(STAFF)          ,1,
20,"HCS Puget Sound, WA",663,610,M2,RN/CASE MGR/CARE             ,2,
20,"HCS Puget Sound, WA",663,610,Q1,RN/STAFF-OUTPATIENT          ,4,
20,"HCS Puget Sound, WA",663,610,Q2,RN/STAFF-MIXED               ,5,
20,"HCS Puget Sound, WA",663,610,Q6,RN/STAFF-INP CLC             ,3,
20,"HCS Puget Sound, WA",663,610,S5,"RN, IV THERAPY               ",1,
22,"HCS San Diego, CA ",664,602,1,ANESTHESIOLOGY               ,1,
22,"HCS San Diego, CA ",664,602,20,DERMATOLOGY                  ,1,
22,"HCS San Diego, CA ",664,602,21,GEN INTERNAL MED             ,2,
22,"HCS San Diego, CA ",664,602,26,PULMONARY DISEASES           ,1,
22,"HCS San Diego, CA ",664,602,31,PSYCHIATRY                   ,4,
22,"HCS San Diego, CA ",664,602,49,FAMILY PRACTICE              ,1,
22,"HCS San Diego, CA ",664,602,K6,HOSPITALIST                  ,1,
22,"HCS San Diego, CA ",664,602,P1,PRIMARY CARE                 ,1,
22,"HCS San Diego, CA ",664,610,75,NURSE PRACTIONER             ,3,
22,"HCS San Diego, CA ",664,610,88,STAFF NURSE                  ,11,
22,"HCS San Diego, CA ",664,610,M2,RN/CASE MGR/CARE             ,10,
22,"HCS San Diego, CA ",664,610,N4,NP MENTAL HEALTH SUD         ,2,
22,"HCS San Diego, CA ",664,610,N5,NP-OTHER                     ,1,
22,"HCS San Diego, CA ",664,610,Q1,RN/STAFF-OUTPATIENT          ,13,
22,"HCS San Diego, CA ",664,610,Q2,RN/STAFF-MIXED               ,2,
16,"VAMC Shreveport, LA",667,602,1,ANESTHESIOLOGY               ,1,
16,"VAMC Shreveport, LA",667,602,16,EMERGENCY MEDICINE           ,3,
16,"VAMC Shreveport, LA",667,602,26,PULMONARY DISEASES           ,1,
16,"VAMC Shreveport, LA",667,602,30,NEUROLOGY                    ,1,
16,"VAMC Shreveport, LA",667,602,45,RADIOLOGY-INTERVENT          ,1,
16,"VAMC Shreveport, LA",667,602,P1,PRIMARY CARE                 ,2,
16,"VAMC Shreveport, LA",667,610,87,"RN,MGR/HEAD NURSE            ",2,
16,"VAMC Shreveport, LA",667,610,88,STAFF NURSE                  ,8,
16,"VAMC Shreveport, LA",667,610,Q1,RN/STAFF-OUTPATIENT          ,6,
16,"VAMC Shreveport, LA",667,610,Q2,RN/STAFF-MIXED               ,2,
20,"VAMC Spokane, WA",668,602,21,GEN INTERNAL MED             ,1,
20,"VAMC Spokane, WA",668,602,31,PSYCHIATRY                   ,1,
20,"VAMC Spokane, WA",668,602,44,PHYS MED & REHAB             ,1,
20,"VAMC Spokane, WA",668,602,CA,CARDIOLOGY NON-INVA,1,
20,"VAMC Spokane, WA",668,610,75,NURSE PRACTIONER             ,1,
20,"VAMC Spokane, WA",668,610,87,"RN,MGR/HEAD NURSE            ",1,
20,"VAMC Spokane, WA",668,610,88,STAFF NURSE                  ,10,
20,"VAMC Spokane, WA",668,610,G5,"RN,FACILITY ADMIN            ",2,
20,"VAMC Spokane, WA",668,610,N4,NP MENTAL HEALTH SUD         ,1,
20,"VAMC Spokane, WA",668,610,N5,NP-OTHER                     ,2,
20,"VAMC Spokane, WA",668,610,Q1,RN/STAFF-OUTPATIENT          ,4,
20,"VAMC Spokane, WA",668,610,Q2,RN/STAFF-MIXED               ,1,
20,"VAMC Spokane, WA",668,610,Q6,RN/STAFF-INP CLC             ,1,
20,"VAMC Spokane, WA",668,610,S6,"RN, GEN CLIN CONSLT          ",1,
17,HCS South Texas (San Antonio),671,602,2,SURGERY                      ,2,
17,HCS South Texas (San Antonio),671,602,3,GYNECOLOGY                   ,1,
17,HCS South Texas (San Antonio),671,602,6,OPHTHALMOLOGY                ,1,
17,HCS South Texas (San Antonio),671,602,25,GASTROENTEROLOGY             ,2,
17,HCS South Texas (San Antonio),671,602,30,NEUROLOGY                    ,1,
17,HCS South Texas (San Antonio),671,602,31,PSYCHIATRY                   ,6,
17,HCS South Texas (San Antonio),671,602,38,RADIOLOGY-DIAGNOSTIC         ,2,
17,HCS South Texas (San Antonio),671,602,45,RADIOLOGY-INTERVENT          ,2,
17,HCS South Texas (San Antonio),671,602,P1,PRIMARY CARE                 ,2,
17,HCS South Texas (San Antonio),671,610,75,NURSE PRACTIONER             ,1,
17,HCS South Texas (San Antonio),671,610,88,STAFF NURSE                  ,16,
17,HCS South Texas (San Antonio),671,610,J4,RN/ASST MGR/PERM CHG         ,1,
17,HCS South Texas (San Antonio),671,610,N5,NP-OTHER                     ,1,
17,HCS South Texas (San Antonio),671,610,Q1,RN/STAFF-OUTPATIENT          ,2,
17,HCS South Texas (San Antonio),671,610,Q2,RN/STAFF-MIXED               ,1,
8,"HCS San Juan, PR",672,602,6,OPHTHALMOLOGY                ,3,
8,"HCS San Juan, PR",672,602,7,ORTHOPEDIC SURGERY           ,1,
8,"HCS San Juan, PR",672,602,12,UROLOGY                      ,1,
8,"HCS San Juan, PR",672,602,16,EMERGENCY MEDICINE           ,3,
8,"HCS San Juan, PR",672,602,21,GEN INTERNAL MED             ,1,
8,"HCS San Juan, PR",672,602,30,NEUROLOGY                    ,1,
8,"HCS San Juan, PR",672,602,31,PSYCHIATRY                   ,1,
8,"HCS San Juan, PR",672,602,40,GERIATRICS                   ,1,
8,"HCS San Juan, PR",672,602,48,RESEARCH                     ,1,
8,"HCS San Juan, PR",672,602,49,FAMILY PRACTICE              ,1,
8,"HCS San Juan, PR",672,602,53,ASSOC CH/STAFF--EDUC         ,1,
8,"HCS San Juan, PR",672,602,H1,PSYCHIATRY FELW              ,1,
8,"HCS San Juan, PR",672,610,M2,RN/CASE MGR/CARE             ,1,
8,"HCS San Juan, PR",672,610,N1,NURSE PRACT/LTC              ,1,
8,"HCS San Juan, PR",672,610,Q1,RN/STAFF-OUTPATIENT          ,5,
8,"HCS San Juan, PR",672,610,Q2,RN/STAFF-MIXED               ,1,
8,"VAMC Tampa, FL",673,602,3,GYNECOLOGY                   ,1,
8,"VAMC Tampa, FL",673,602,6,OPHTHALMOLOGY                ,3,
8,"VAMC Tampa, FL",673,602,7,ORTHOPEDIC SURGERY           ,1,
8,"VAMC Tampa, FL",673,602,8,OTOLARYNGOLOGY               ,1,
8,"VAMC Tampa, FL",673,602,12,UROLOGY                      ,1,
8,"VAMC Tampa, FL",673,602,13,PHYSIATRY                    ,1,
8,"VAMC Tampa, FL",673,602,19,INFECTIOUS DISEASES          ,1,
8,"VAMC Tampa, FL",673,602,21,GEN INTERNAL MED             ,1,
8,"VAMC Tampa, FL",673,602,23,ALLERGY & IMMUNOLOGY         ,1,
8,"VAMC Tampa, FL",673,602,25,GASTROENTEROLOGY             ,3,
8,"VAMC Tampa, FL",673,602,27,NEPHROLOGY                   ,1,
8,"VAMC Tampa, FL",673,602,30,NEUROLOGY                    ,5,
8,"VAMC Tampa, FL",673,602,41,PAIN MGMT/ANESTH,3,
8,"VAMC Tampa, FL",673,602,E5,NEUROSURGERY                 ,1,
8,"VAMC Tampa, FL",673,602,K9,MOHS SURGERY                 ,1,
8,"VAMC Tampa, FL",673,602,P1,PRIMARY CARE                 ,8,
8,"VAMC Tampa, FL",673,602,R3,HEMATOLOGY/ONCOLOGY          ,1,
8,"VAMC Tampa, FL",673,602,R4,VASCULAR SURGERY             ,1,
8,"VAMC Tampa, FL",673,610,75,NURSE PRACTIONER             ,3,
8,"VAMC Tampa, FL",673,610,J4,RN/ASST MGR/PERM CHG         ,1,
8,"VAMC Tampa, FL",673,610,N5,NP-OTHER                     ,2,
8,"VAMC Tampa, FL",673,610,Q1,RN/STAFF-OUTPATIENT          ,20,
8,"VAMC Tampa, FL",673,610,Q2,RN/STAFF-MIXED               ,7,
17,HCS Central Texas (Temple),674,602,1,ANESTHESIOLOGY               ,1,
17,HCS Central Texas (Temple),674,602,7,ORTHOPEDIC SURGERY           ,2,
17,HCS Central Texas (Temple),674,602,16,EMERGENCY MEDICINE           ,1,
17,HCS Central Texas (Temple),674,602,19,INFECTIOUS DISEASES          ,1,
17,HCS Central Texas (Temple),674,602,21,GEN INTERNAL MED             ,5,
17,HCS Central Texas (Temple),674,602,25,GASTROENTEROLOGY             ,1,
17,HCS Central Texas (Temple),674,602,30,NEUROLOGY                    ,1,
17,HCS Central Texas (Temple),674,602,31,PSYCHIATRY                   ,3,
17,HCS Central Texas (Temple),674,602,43,PATHOLOGY                    ,1,
17,HCS Central Texas (Temple),674,602,CA,CARDIOLOGY NON-INVA,1,
17,HCS Central Texas (Temple),674,602,E5,NEUROSURGERY                 ,1,
17,HCS Central Texas (Temple),674,602,K6,HOSPITALIST                  ,2,
17,HCS Central Texas (Temple),674,602,P1,PRIMARY CARE                 ,1,
17,HCS Central Texas (Temple),674,610,88,STAFF NURSE                  ,8,
17,HCS Central Texas (Temple),674,610,96,NURSE SUPR DOM SVC           ,1,
17,HCS Central Texas (Temple),674,610,N5,NP-OTHER                     ,1,
8,"VAMC Orlando, FL",675,602,2,SURGERY                      ,1,
8,"VAMC Orlando, FL",675,602,3,GYNECOLOGY                   ,1,
8,"VAMC Orlando, FL",675,602,7,ORTHOPEDIC SURGERY           ,3,
8,"VAMC Orlando, FL",675,602,26,PULMONARY DISEASES           ,1,
8,"VAMC Orlando, FL",675,602,41,PAIN MGMT/ANESTH,1,
8,"VAMC Orlando, FL",675,610,0,MISC TITLE 38/WA/CL          ,2,
8,"VAMC Orlando, FL",675,610,88,STAFF NURSE                  ,2,
8,"VAMC Orlando, FL",675,610,M2,RN/CASE MGR/CARE             ,1,
8,"VAMC Orlando, FL",675,610,N5,NP-OTHER                     ,3,
8,"VAMC Orlando, FL",675,610,Q1,RN/STAFF-OUTPATIENT          ,15,
8,"VAMC Orlando, FL",675,610,Q2,RN/STAFF-MIXED               ,1,
8,"VAMC Orlando, FL",675,610,Q6,RN/STAFF-INP CLC             ,1,
12,"VAMC Tomah, WI",676,602,CA,CARDIOLOGY NON-INVA,1,
12,"VAMC Tomah, WI",676,610,75,NURSE PRACTIONER             ,5,
12,"VAMC Tomah, WI",676,610,88,STAFF NURSE                  ,1,
12,"VAMC Tomah, WI",676,610,J4,RN/ASST MGR/PERM CHG         ,1,
12,"VAMC Tomah, WI",676,610,K7,SUPERVISORY                  ,1,
12,"VAMC Tomah, WI",676,610,M2,RN/CASE MGR/CARE             ,2,
12,"VAMC Tomah, WI",676,610,Q1,RN/STAFF-OUTPATIENT          ,1,
18,HCS Southern AZ (Tucson),678,602,1,ANESTHESIOLOGY               ,1,
18,HCS Southern AZ (Tucson),678,602,8,OTOLARYNGOLOGY               ,2,
18,HCS Southern AZ (Tucson),678,602,9,PLASTIC SURGERY              ,1,
18,HCS Southern AZ (Tucson),678,602,16,EMERGENCY MEDICINE           ,2,
18,HCS Southern AZ (Tucson),678,602,21,GEN INTERNAL MED             ,6,
18,HCS Southern AZ (Tucson),678,602,25,GASTROENTEROLOGY             ,1,
18,HCS Southern AZ (Tucson),678,602,27,NEPHROLOGY                   ,1,
18,HCS Southern AZ (Tucson),678,602,31,PSYCHIATRY                   ,4,
18,HCS Southern AZ (Tucson),678,602,49,FAMILY PRACTICE              ,1,
18,HCS Southern AZ (Tucson),678,602,CA,CARDIOLOGY NON-INVA,1,
18,HCS Southern AZ (Tucson),678,602,M9,CARDIOLOGY-INTERVEN          ,1,
18,HCS Southern AZ (Tucson),678,610,80,RN/NURSE EXECUTIVE           ,1,
18,HCS Southern AZ (Tucson),678,610,87,"RN,MGR/HEAD NURSE            ",2,
18,HCS Southern AZ (Tucson),678,610,88,STAFF NURSE                  ,31,
18,HCS Southern AZ (Tucson),678,610,G5,"RN,FACILITY ADMIN            ",2,
18,HCS Southern AZ (Tucson),678,610,N1,NURSE PRACT/LTC              ,1,
18,HCS Southern AZ (Tucson),678,610,N5,NP-OTHER                     ,6,
18,HCS Southern AZ (Tucson),678,610,Q1,RN/STAFF-OUTPATIENT          ,2,
18,HCS Southern AZ (Tucson),678,610,Q2,RN/STAFF-MIXED               ,1,
7,"VAMC Tuscaloosa, AL",679,610,0,MISC TITLE 38/WA/CL          ,1,
7,"VAMC Tuscaloosa, AL",679,610,N5,NP-OTHER                     ,1,
20,"VAMC Walla Walla, WA",687,610,M2,RN/CASE MGR/CARE             ,1,
20,"VAMC Walla Walla, WA",687,610,Q1,RN/STAFF-OUTPATIENT          ,2,
5,"VAMC Washington, DC",688,602,12,UROLOGY                      ,1,
5,"VAMC Washington, DC",688,602,20,DERMATOLOGY                  ,1,
5,"VAMC Washington, DC",688,602,21,GEN INTERNAL MED             ,3,
5,"VAMC Washington, DC",688,602,25,GASTROENTEROLOGY             ,1,
5,"VAMC Washington, DC",688,602,29,ENDOCRIN AND METAB           ,1,
5,"VAMC Washington, DC",688,602,31,PSYCHIATRY                   ,9,
5,"VAMC Washington, DC",688,602,38,RADIOLOGY-DIAGNOSTIC         ,1,
5,"VAMC Washington, DC",688,602,R4,VASCULAR SURGERY             ,1,
5,"VAMC Washington, DC",688,610,0,MISC TITLE 38/WA/CL          ,5,
5,"VAMC Washington, DC",688,610,75,NURSE PRACTIONER             ,1,
5,"VAMC Washington, DC",688,610,88,STAFF NURSE                  ,21,
5,"VAMC Washington, DC",688,610,G5,"RN,FACILITY ADMIN            ",1,
5,"VAMC Washington, DC",688,610,M2,RN/CASE MGR/CARE             ,1,
5,"VAMC Washington, DC",688,610,Q1,RN/STAFF-OUTPATIENT          ,1,
1,HCS Connecticut (West Haven),689,602,5,MEDICAL ONCOLOGY             ,1,
1,HCS Connecticut (West Haven),689,602,12,UROLOGY                      ,2,
1,HCS Connecticut (West Haven),689,602,26,PULMONARY DISEASES           ,1,
1,HCS Connecticut (West Haven),689,602,28,RHEUMATOLOGY                 ,1,
1,HCS Connecticut (West Haven),689,602,31,PSYCHIATRY                   ,1,
1,HCS Connecticut (West Haven),689,602,P1,PRIMARY CARE                 ,1,
1,HCS Connecticut (West Haven),689,610,75,NURSE PRACTIONER             ,1,
1,HCS Connecticut (West Haven),689,610,88,STAFF NURSE                  ,1,
1,HCS Connecticut (West Haven),689,610,Q1,RN/STAFF-OUTPATIENT          ,9,
22,"HCS Greater Los Angeles, CA",691,602,1,ANESTHESIOLOGY               ,1,
22,"HCS Greater Los Angeles, CA",691,602,6,OPHTHALMOLOGY                ,1,
22,"HCS Greater Los Angeles, CA",691,602,12,UROLOGY                      ,1,
22,"HCS Greater Los Angeles, CA",691,602,13,PHYSIATRY                    ,2,
22,"HCS Greater Los Angeles, CA",691,602,19,INFECTIOUS DISEASES          ,1,
22,"HCS Greater Los Angeles, CA",691,602,21,GEN INTERNAL MED             ,1,
22,"HCS Greater Los Angeles, CA",691,602,29,ENDOCRIN AND METAB           ,2,
22,"HCS Greater Los Angeles, CA",691,602,31,PSYCHIATRY                   ,3,
22,"HCS Greater Los Angeles, CA",691,602,44,PHYS MED & REHAB             ,2,
22,"HCS Greater Los Angeles, CA",691,602,P1,PRIMARY CARE                 ,4,
22,"HCS Greater Los Angeles, CA",691,610,75,NURSE PRACTIONER             ,3,
22,"HCS Greater Los Angeles, CA",691,610,88,STAFF NURSE                  ,1,
22,"HCS Greater Los Angeles, CA",691,610,N4,NP MENTAL HEALTH SUD         ,1,
22,"HCS Greater Los Angeles, CA",691,610,Q1,RN/STAFF-OUTPATIENT          ,14,
22,"HCS Greater Los Angeles, CA",691,610,Q2,RN/STAFF-MIXED               ,1,
20,"SORCC White City, OR",692,602,38,RADIOLOGY-DIAGNOSTIC         ,1,
20,"SORCC White City, OR",692,610,75,NURSE PRACTIONER             ,1,
20,"SORCC White City, OR",692,610,88,STAFF NURSE                  ,3,
4,"VAMC Wilkes-Barre, PA",693,602,2,SURGERY                      ,1,
4,"VAMC Wilkes-Barre, PA",693,602,16,EMERGENCY MEDICINE           ,1,
4,"VAMC Wilkes-Barre, PA",693,602,21,GEN INTERNAL MED             ,5,
4,"VAMC Wilkes-Barre, PA",693,602,28,RHEUMATOLOGY                 ,1,
4,"VAMC Wilkes-Barre, PA",693,602,43,PATHOLOGY                    ,2,
4,"VAMC Wilkes-Barre, PA",693,602,K6,HOSPITALIST                  ,2,
4,"VAMC Wilkes-Barre, PA",693,602,M9,CARDIOLOGY-INTERVEN          ,1,
4,"VAMC Wilkes-Barre, PA",693,602,P1,PRIMARY CARE                 ,3,
4,"VAMC Wilkes-Barre, PA",693,610,88,STAFF NURSE                  ,8,
4,"VAMC Wilkes-Barre, PA",693,610,M2,RN/CASE MGR/CARE             ,1,
4,"VAMC Wilkes-Barre, PA",693,610,Q1,RN/STAFF-OUTPATIENT          ,12,
4,"VAMC Wilkes-Barre, PA",693,610,Q2,RN/STAFF-MIXED               ,2,
12,"VAMC Milwaukee, WI",695,602,2,SURGERY                      ,1,
12,"VAMC Milwaukee, WI",695,602,3,GYNECOLOGY                   ,1,
12,"VAMC Milwaukee, WI",695,602,6,OPHTHALMOLOGY                ,2,
12,"VAMC Milwaukee, WI",695,602,7,ORTHOPEDIC SURGERY           ,3,
12,"VAMC Milwaukee, WI",695,602,12,UROLOGY                      ,1,
12,"VAMC Milwaukee, WI",695,602,18,HEMATOLOGY                   ,1,
12,"VAMC Milwaukee, WI",695,602,21,GEN INTERNAL MED             ,2,
12,"VAMC Milwaukee, WI",695,602,25,GASTROENTEROLOGY             ,2,
12,"VAMC Milwaukee, WI",695,602,31,PSYCHIATRY                   ,1,
12,"VAMC Milwaukee, WI",695,602,38,RADIOLOGY-DIAGNOSTIC         ,1,
12,"VAMC Milwaukee, WI",695,602,40,GERIATRICS                   ,1,
12,"VAMC Milwaukee, WI",695,602,44,PHYS MED & REHAB             ,1,
12,"VAMC Milwaukee, WI",695,602,49,FAMILY PRACTICE              ,1,
12,"VAMC Milwaukee, WI",695,602,CA,CARDIOLOGY NON-INVA,1,
12,"VAMC Milwaukee, WI",695,602,E9,COMPENSATION/PENSION,1,
12,"VAMC Milwaukee, WI",695,602,P1,PRIMARY CARE                 ,1,
12,"VAMC Milwaukee, WI",695,610,88,STAFF NURSE                  ,1,
12,"VAMC Milwaukee, WI",695,610,M2,RN/CASE MGR/CARE             ,1,
12,"VAMC Milwaukee, WI",695,610,N5,NP-OTHER                     ,1,
