Appts_Pending_1412,%_Appts_Over_30_Pending_1412,PC_Wait_Pending_1412,SC_Wait_Pending_1412,MH_Wait_Pending_1412,for_dups,ORGANIZATION,MAY-FY11,MAY-FY12,MAY-FY13,MAY-FY14,MAY-FY15,MAY-FY16,ID,Appts_Pending_1610,%_Appts_Over_30_Pending_1610,PC_Wait_Pending_1610,SC_Wait_Pending_1610,MH_Wait_Pending_1610,Appts_Complete_1608,%_Appts_Over_30_Complete_1608,PC_Wait_Complete_1608,SC_Wait_Complete_1608,MH_Wait_Complete_1608,Station,Location,Choice_Hires,Interim,Vacancy,%_Appts_Over_30_Complete_1409,Appts_Complete_1409,MH_Wait_Complete_1409,PC_Wait_Complete_1409,SC_Wait_Complete_1409,Physician_Turnover_FY11,Physician_Turnover_FY12,Physician_Turnover_FY13,Physician_Turnover_FY14,Physician_Turnover_FY15,NbrPsychiatrists,Name,State,Geo,Confidence,County,"County, St",Projected_Increase_5_years,Projected_Increase_10_years,Projected_Increase_20_years,Projected_Increase_30_years,9/30/43,9/30/33,9/30/23,9/30/18,Pending_Increase,Pending_Increase_%,Complete_Increase,Complete_Increase_%,Complete_Pending_Appts_Diff_14,Complete_Pending_Appts_Diff_16,Complete_Pending_Appts_Diff_14_%,Complete_Pending_Appts_Diff_16_%,Complete_Pending_Gap_Increase_%,Missing_Leadership,Staff_11_To_12_Increase,Staff_11_To_12_Increase_%,Staff_12_To_13_Increase,Staff_12_To_13_Increase_%,Staff_13_To_14_Increase,Staff_13_To_14_Increase_%,Staff_14_To_15_Increase,Staff_14_To_15_Increase_%,Staff_15_To_16_Increase,Staff_15_To_16_Increase_%,Staff_14_To_16_Increase,Staff_14_To_16_Increase_%,Choice_Increase_%,Choice_Staff_Dif,Choice_Increase_%_PC_Wait_Complete_1409_Ratio,Choice_Increase_%_PC_Wait_Pending_1412_Ratio,PC_Wait_Pending_Increase,PC_Wait_Pending_Increase_%,PC_Wait_Complete_Increase,PC_Wait_Complete_Increase_%,SC_Wait_Pending_Increase,SC_Wait_Pending_Increase_%,SC_Wait_Complete_Increase,SC_Wait_Complete_Increase_%,MH_Wait_Pending_Increase,MH_Wait_Pending_Increase_%,MH_Wait_Complete_Increase,MH_Wait_Complete_Increase_%,Staff_To_Appts_Pending_14,Staff_To_Appts_Pending_16,Staff_To_Appts_Complete_14,Staff_To_Appts_Complete_16,Percentage_Point_Wait_Over_30_Increase_Pending,Percentage_Point_Wait_Over_30_Increase_Complete,qualitative_size,State_Full,Vet_Pop_State_9_30_14,Vet_Pop_State_9_30_34,Vet_Pop_State_Increase_20
37993,3.56,6.03,3.86,1.09,586,(V16) (586) MC JACKSON MS,2013.0,2087.0,2141.0,2173.0,2074.0,1949.0,586ja,40552,7.92,12.71,10.28,0.7,31538,2.11,4.64,4.46,0.34,586,"(V16) (586) Jackson, MS",95.0,2.0,0.0,1.58,30605,0.94,2.68,3.08,12.86,2.84,8.72,7.47,4.54,,"JACKSON, MS",MS,"<[OK] Google - Geocode [Jackson, MS, USA]>",1,HINDS,"HINDS, MS",-1434.0,-2628.0,-4681.0,-6424.0,8978.0,10721.0,12774.0,13968.0,2559,6.73545126734,933,3.04852148342,7388,9014,24.1398464303,28.5813938741,22.0086626963,2.0,74.0,3.54575946334,54.0,2.52218589444,32.0,1.47261849977,-99.0,-4.77338476374,-125.0,-6.4135454079,-224.0,-11.493073371,4.37183617119,-319.0,0.613014736842,1.37928315789,6.68,110.779436153,1.96,73.1343283582,6.42,106.467661692,1.38,44.8051948052,-0.39,-6.46766169154,-0.6,-63.829787234,17.4841233318,20.8065674705,14.0842153705,16.181631606,4.36,0.53,average,Mississippi,220389.0,189092.0,-31297.0
61736,4.26,8.37,3.47,7.66,598,(V16) (598) MC LITTLE ROCK AR,3167.0,3170.0,3343.0,3316.0,3376.0,3461.0,598li,86468,3.82,5.14,7.71,3.28,49671,3.54,4.81,7.09,2.28,598,"(V16) (598) Little Rock, AR",96.0,1.0,2.0,2.19,44841,4.4,4.55,2.53,10.34,9.9,7.99,9.26,8.28,,"LITTLE ROCK, AR",AR,"<[OK] Google - Geocode [Little Rock, AR, USA]>",1,PULASKI,"PULASKI, AR",-1558.0,-3348.0,-6780.0,-9639.0,22661.0,25520.0,28952.0,30742.0,24732,40.0609044966,4830,10.7713922526,16895,36797,37.677571865,74.0814559804,117.798165138,3.0,3.0,0.0946372239748,173.0,5.17499252169,-27.0,-0.814234016888,60.0,1.77725118483,85.0,2.45593759029,145.0,4.1895405952,2.89505428227,49.0,1.57164583333,2.8911375,-3.23,-38.5902031063,0.26,5.71428571429,4.24,50.6571087216,4.56,180.23715415,-4.38,-52.3297491039,-2.12,-48.1818181818,18.6176115802,24.9835307715,13.5226176116,14.3516324762,-0.44,1.35,large,Arkansas                                                                                                                       ,249274.0,210720.0,-38555.0
21717,2.44,3.41,5.79,2.47,623,(V16) (623) MC MUSKOGEE OK,1168.0,1150.0,1206.0,1257.0,1314.0,1318.0,623mu,31346,7.37,6.19,11.74,2.92,24452,4.9,4.21,7.01,5.2,623,"(V16) (623) Muskogee, OK",60.0,0.0,0.0,1.95,24501,2.95,2.62,3.22,11.07,17.51,2.15,16.83,7.04,2.0,"MUSKOGEE, OK",OK,"<[OK] Google - Geocode [Muskogee, OK, USA]>",1,MUSKOGEE,"MUSKOGEE, OK",-232.0,-519.0,-1133.0,-1707.0,4568.0,5142.0,5756.0,6043.0,9629,44.3385366303,-49,-0.199991837068,-2784,6894,-11.3628015183,28.1940127597,-347.629310345,0.0,-18.0,-1.5652173913,56.0,4.64344941957,51.0,4.05727923628,57.0,4.33789954338,4.0,0.303490136571,61.0,4.6282245827,4.77326968974,1.0,0.54889,0.714395,2.78,81.5249266862,1.59,60.6870229008,5.95,174.486803519,3.79,117.701863354,0.45,13.1964809384,2.25,76.2711864407,17.276849642,23.7830045524,19.491646778,18.5523520486,4.93,2.95,average,Oklahoma                                                                                                                      ,337571.0,292254.0,-45318.0
40370,13.02,11.77,15.29,5.4,629,(V16) (629) MC NEW ORLEANS LA,1217.0,1255.0,1311.0,1350.0,1442.0,1668.0,629ne,43797,5.82,6.51,10.34,5.4,39124,2.87,5.05,6.73,2.32,629,"(V16) (629) New Orleans, LA",128.0,0.0,0.0,4.52,35431,4.11,7.01,7.34,13.3,11.17,11.52,7.62,8.42,5.0,"NEW ORLEANS, LA",LA,"<[OK] Google - Geocode [New Orleans, LA, USA]>",1,ORLEANS,"ORLEANS, LA",,,,,,,,,3427,8.48897696309,3693,10.4230758375,4939,4673,13.9397702577,11.9440752479,-5.38570560842,0.0,38.0,3.02788844622,56.0,4.27154843631,39.0,2.88888888889,92.0,6.38002773925,226.0,13.5491606715,318.0,19.0647482014,9.48148148148,190.0,0.7393359375,1.2413671875,-5.26,-44.6898895497,-1.96,-27.9600570613,-4.95,-42.0560747664,-0.61,-8.310626703,0.0,0.0,-1.79,-43.5523114355,29.9037037037,26.2571942446,26.2451851852,23.4556354916,-7.2,-1.65,average,Louisiana                                                                                                        ,330145.0,258416.0,-71729.0
33283,4.1,4.41,6.79,3.01,635,(V16) (635) MC OKLAHOMA CITY OK,1878.0,1894.0,1977.0,2095.0,2218.0,2349.0,635ok,54169,5.35,2.43,9.62,2.61,45536,3.12,2.99,7.75,1.82,635,"(V16) (635) Oklahoma City, OK",133.0,0.0,1.0,1.98,39768,1.05,2.65,4.57,12.78,11.76,11.04,11.91,9.85,,"OKLAHOMA CITY, OK",OK,"<[OK] Google - Geocode [Oklahoma City, OK, USA]>",1,OKLAHOMA,"OKLAHOMA, OK",-3573.0,-7215.0,-13746.0,-18426.0,40674.0,45354.0,51885.0,55527.0,20886,62.7527566626,5768,14.5041239187,-6485,8633,-16.3070810702,18.958626142,-233.122590594,1.0,16.0,0.844772967265,83.0,4.19828022256,118.0,5.63245823389,123.0,5.54553651939,131.0,5.57684120903,254.0,10.8131119625,6.34844868735,121.0,0.41742481203,0.694657894737,-1.98,-44.8979591837,0.34,12.8301886792,2.83,64.1723356009,3.18,69.5842450766,-0.4,-9.07029478458,0.77,73.3333333333,15.8868735084,23.0604512559,18.9823389021,19.3852703278,1.25,1.14,average,Oklahoma                                                                                                                      ,337571.0,292254.0,-45318.0
35854,2.38,4.82,3.71,3.49,667,(V16) (667) MC SHREVEPORT LA,1442.0,1439.0,1472.0,1516.0,1539.0,1455.0,667sh,46476,5.53,6.9,7.72,2.47,24103,2.39,5.27,4.0,2.46,667,"(V16) (667) Shreveport, LA",64.0,1.0,0.0,1.76,25728,2.61,4.66,1.78,5.68,4.78,10.82,6.95,10.4,,"SHREVEPORT, LA",LA,"<[OK] Google - Geocode [Shreveport, LA, USA]>",1,CADDO,"CADDO, LA",,,,,,,,,10622,29.625704245,-1625,-6.31607587065,10126,22373,39.35789801,92.8224702319,120.9460794,1.0,-3.0,-0.208478109798,33.0,2.24184782609,44.0,2.90237467018,23.0,1.49447693307,-84.0,-5.77319587629,-61.0,-4.19243986254,4.22163588391,-125.0,1.1038375,1.1417375,2.08,43.153526971,0.61,13.0901287554,4.01,83.1950207469,2.22,124.719101124,-1.02,-21.1618257261,-0.15,-5.74712643678,23.6503957784,31.9422680412,16.9709762533,16.5656357388,3.15,0.63,average,Louisiana                                                                                                        ,330145.0,258416.0,-71729.0
83453,4.1,5.28,4.79,3.11,549,(V17) (549) HCS DALLAS TX,4317.0,4409.0,4654.0,4771.0,4768.0,5236.0,549da,108704,2.71,7.0,3.81,2.46,84521,1.46,4.68,3.03,1.34,549,"(V17) (549) Dallas, TX",298.0,0.0,2.0,2.0,80600,2.44,3.37,3.17,10.51,8.8,7.84,7.12,4.87,,"DALLAS, TX",TX,"<[OK] Google - Geocode [Dallas, TX, USA]>",1,DALLAS,"DALLAS, TX",-12441.0,-23956.0,-43739.0,-58248.0,49918.0,64427.0,84210.0,95725.0,25251,30.2577498712,3921,4.86476426799,2853,24183,3.53970223325,28.6118242804,747.634069401,2.0,92.0,2.08664096167,245.0,5.26428878384,117.0,2.45231607629,-3.0,-0.0629194630872,468.0,8.93812070283,465.0,8.8808250573,6.24607000629,167.0,0.539539261745,0.845331543624,1.72,32.5757575758,1.31,38.8724035608,-0.98,-18.5606060606,-0.14,-4.41640378549,-0.65,-12.3106060606,-1.1,-45.0819672131,17.4917208132,20.7608861727,16.89373297,16.1422841864,-1.39,-0.54,large,Texas                                                                                                                          ,1680418.0,1527098.0,-153320.0
52506,8.72,9.35,6.92,8.1,671,(V17) (671) HCS SAN ANTONIO TX,3490.0,3381.0,3512.0,3559.0,3615.0,3761.0,671sa,96743,8.03,5.98,10.94,2.63,61639,5.32,6.45,7.34,2.54,671,"(V17) (671) San Antonio, TX",76.0,0.0,0.0,3.07,58542,5.79,4.15,3.48,11.33,14.36,8.86,10.43,10.35,6.0,"SAN ANTONIO, TX",TX,"<[OK] Google - Geocode [San Antonio, TX, USA]>",1,BEXAR,"BEXAR, TX",5068.0,9036.0,16361.0,21509.0,175807.0,170659.0,163334.0,159366.0,44237,84.2513236582,3097,5.29021898808,-6036,35104,-10.3105462745,56.950956375,-681.577203446,0.0,-109.0,-3.22389825495,131.0,3.73006833713,47.0,1.32059567294,56.0,1.54910096819,146.0,3.88194629088,202.0,5.37091199149,2.13543130093,126.0,1.94340131579,4.37850657895,-3.37,-36.0427807487,2.3,55.421686747,4.02,42.9946524064,3.86,110.91954023,-5.47,-58.5026737968,-3.25,-56.1312607945,14.7530205114,25.7226801383,16.4490025288,16.3889922893,-0.69,2.25,large,Texas                                                                                                                          ,1680418.0,1527098.0,-153320.0
78890,8.64,11.98,8.25,6.64,674,(V17) (674) HCS TEMPLE TX,3529.0,3345.0,3488.0,3686.0,3711.0,3909.0,674te,103943,7.84,10.04,7.86,4.56,73614,4.15,9.95,5.57,3.93,674,"(V17) (674) Temple, TX",101.0,1.0,1.0,4.25,68642,5.67,6.77,5.3,9.02,9.0,10.76,7.66,11.22,3.0,"TEMPLE, TX",TX,"<[OK] Google - Geocode [Temple, TX, USA]>",2,BELL,"BELL, TX",6231.0,11334.0,20999.0,29218.0,77065.0,68846.0,59181.0,54078.0,25053,31.7568766637,4972,7.24337868943,10248,30329,14.9296349174,41.20004347,195.950429352,2.0,-184.0,-5.50074738416,143.0,4.0997706422,198.0,5.37167661422,25.0,0.673672864457,198.0,5.06523407521,223.0,5.70478383218,2.74009766685,122.0,2.47071485149,4.37210693069,-1.94,-16.1936560935,3.18,46.9719350074,-0.39,-3.25542570952,0.27,5.09433962264,-2.08,-17.3622704508,-1.74,-30.6878306878,21.4026044493,26.5906881555,18.6223548562,18.8319263239,-0.8,-0.1,large,Texas                                                                                                                          ,1680418.0,1527098.0,-153320.0
16935,12.72,23.8,5.26,4.16,740,(V17) (740) HCS HARLINGEN TX,437.0,502.0,611.0,687.0,746.0,830.0,740va,20791,10.97,17.65,14.38,3.07,21969,5.18,5.01,13.11,2.15,740,(V17) (740) VA Texas Valley Coastal Bend HCS,36.0,1.0,0.0,5.13,18101,5.62,5.79,5.21,13.56,23.04,15.53,11.15,28.53,1.0,VA TEXAS VALLEY COASTAL BEND HCS,CS,<[ZERO_RESULTS] Google - Geocode>,0,,,,,,,,,,,3856,22.7694124594,3868,21.3689851389,-1166,-1178,-6.44163305895,-5.36210114252,1.02915951973,1.0,65.0,12.9482071713,109.0,17.8396072013,76.0,11.0625909753,59.0,7.90884718499,84.0,10.1204819277,143.0,17.2289156627,5.24017467249,107.0,1.104925,4.54183333333,-6.15,-25.8403361345,-0.78,-13.4715025907,9.12,38.3193277311,7.9,151.631477927,-1.09,-4.57983193277,-3.47,-61.743772242,24.6506550218,25.0493975904,26.3478893741,26.4686746988,-1.75,0.05,small,,,,
42373,13.57,16.98,12.31,7.8,501,(V18) (501) HCS ALBUQUERQUE NM,2340.0,2370.0,2308.0,2384.0,2515.0,2616.0,501ne,56152,7.61,7.67,9.32,10.96,38465,2.9,3.92,5.48,4.64,501,(V18) (501) New Mexico HCS,107.0,2.0,1.0,5.57,37335,6.04,7.35,7.06,10.29,14.48,6.36,10.61,9.6,2.0,NEW MEXICO HCS,CS,<[ZERO_RESULTS] Google - Geocode>,0,,,,,,,,,,,13779,32.5183489486,1130,3.02665059596,5038,17687,13.4940404446,45.9820616145,251.07185391,3.0,30.0,1.26582278481,-62.0,-2.6863084922,76.0,3.18791946309,131.0,5.20874751491,101.0,3.86085626911,232.0,8.86850152905,4.48825503356,125.0,1.63760747664,3.78320747664,-9.31,-54.8292108363,-3.43,-46.6666666667,-2.99,-17.6089517079,-1.58,-22.3796033994,3.16,18.6101295642,-1.4,-23.178807947,17.773909396,21.4648318043,15.6606543624,14.7037461774,-5.96,-2.67,average,,,,
19467,7.29,19.32,3.73,0.92,504,(V18) (504) MC AMARILLO TX,1021.0,983.0,954.0,998.0,1088.0,1058.0,504am,21802,17.73,22.5,21.13,6.58,17731,6.55,7.67,10.16,3.03,504,"(V18) (504) Amarillo, TX",60.0,0.0,0.0,0.61,16734,0.49,1.0,1.83,7.8,10.63,6.26,13.6,11.36,,"AMARILLO, TX",TX,"<[OK] Google - Geocode [Amarillo, TX, USA]>",1,POTTER,"POTTER, TX",-619.0,-1194.0,-2177.0,-3011.0,4725.0,5559.0,6542.0,7117.0,2335,11.9946576257,997,5.95792996295,2733,4071,16.3320186447,22.959787942,48.9571899012,0.0,-38.0,-3.86571719227,-29.0,-3.03983228512,44.0,4.40881763527,90.0,8.27205882353,-30.0,-2.83553875236,60.0,5.67107750473,6.0120240481,0.0,0.166333333333,3.21356,3.18,16.4596273292,6.67,667.0,17.4,90.0621118012,8.33,455.191256831,5.66,29.2960662526,2.54,518.367346939,19.506012024,20.606805293,16.7675350701,16.758979206,10.44,5.94,average,Texas                                                                                                                          ,1680418.0,1527098.0,-153320.0
7137,4.92,7.11,6.33,8.1,519,(V18) (519) MC BIG SPRING TX,552.0,565.0,565.0,525.0,564.0,602.0,519bi,10575,5.65,5.44,11.17,6.0,8754,2.35,3.05,7.28,3.72,519,"(V18) (519) Big Spring, TX",105.0,1.0,1.0,1.56,8981,5.41,2.53,6.09,20.99,3.65,18.29,16.49,4.63,1.0,"BIG SPRING, TX",TX,"<[OK] Google - Geocode [Big Spring, TX 79720, USA]>",3,HOWARD,"HOWARD, TX",-30.0,-51.0,-71.0,-69.0,2497.0,2495.0,2515.0,2536.0,3438,48.1715006305,-227,-2.52755817838,-1844,1821,-20.5322347177,20.8019191227,-198.752711497,2.0,13.0,2.30088495575,0.0,0.0,-40.0,-7.61904761905,39.0,6.91489361702,38.0,6.3122923588,77.0,12.7906976744,20.0,-28.0,0.1265,0.3555,-1.67,-23.488045007,0.52,20.5533596838,4.84,68.0731364276,1.19,19.5402298851,-2.1,-29.5358649789,-1.69,-31.2384473198,13.5942857143,17.5664451827,17.1066666667,14.5415282392,0.73,0.79,small,Texas                                                                                                                          ,1680418.0,1527098.0,-153320.0
68521,12.12,12.49,17.85,5.98,644,(V18) (644) MC PHOENIX AZ,2398.0,2368.0,2443.0,2631.0,2981.0,3270.0,644ph,89835,9.09,9.14,11.47,3.56,63232,5.46,7.48,8.41,3.01,644,"(V18) (644) Phoenix, AZ",178.0,1.0,1.0,4.83,55618,4.4,4.92,10.5,8.91,9.26,9.63,7.77,7.1,7.0,"PHOENIX, AZ",AZ,"<[OK] Google - Geocode [Phoenix, AZ, USA]>",1,MARICOPA,"MARICOPA, AZ",-20239.0,-39708.0,-75412.0,-105479.0,169031.0,199098.0,234802.0,254271.0,21314,31.1057923848,7614,13.6898126506,12903,26603,23.1993239599,42.0720521255,106.176858095,2.0,-30.0,-1.26689189189,75.0,3.06999590667,188.0,7.14557202585,350.0,11.7410265012,289.0,8.8379204893,639.0,19.5412844037,6.76548840745,461.0,0.727220224719,1.84613426966,-3.35,-26.8214571657,2.56,52.0325203252,-6.38,-51.0808646918,-2.09,-19.9047619048,-2.42,-19.3755004003,-1.39,-31.5909090909,26.0437096161,27.4724770642,21.139490688,19.3370030581,-3.03,0.63,large,Arizona                                                                                                                        ,532206.0,447300.0,-84905.0
13412,11.56,8.57,17.58,0.33,649,(V18) (649) HCS PRESCOTT AZ,930.0,880.0,910.0,932.0,1038.0,1077.0,649no,16404,12.11,9.03,17.61,4.64,16840,4.29,4.29,10.08,1.39,649,(V18) (649) Northern Arizona HCS,46.0,1.0,0.0,4.08,15069,0.19,3.57,8.51,4.79,4.55,18.01,17.05,10.07,1.0,NORTHERN ARIZONA HCS,CS,"<[OK] Google - Geocode [Northern Arizona VA Health Care System, 500 AZ-89, Prescott, AZ 86301, USA]>",9,YAVAPAI,"YAVAPAI, CS",,,,,,,,,2992,22.3083805547,1771,11.7526046851,-1657,-436,-10.9960846772,-2.5890736342,-73.6873868437,1.0,-50.0,-5.68181818182,30.0,3.2967032967,22.0,2.36051502146,106.0,10.2119460501,39.0,3.62116991643,145.0,13.4633240483,4.9356223176,99.0,0.723313043478,1.73635652174,0.46,5.36756126021,0.72,20.1680672269,0.03,0.350058343057,1.57,18.4488836663,4.31,50.2917152859,1.2,631.578947368,14.3905579399,15.2311977716,16.1684549356,15.6360259981,0.55,0.21,average,,,,
42340,6.47,10.08,5.25,6.73,678,(V18) (678) HCS TUCSON AZ,2215.0,2242.0,2219.0,2259.0,2395.0,2493.0,678so,54592,7.27,6.21,8.43,3.08,40820,3.86,4.38,5.78,2.65,678,(V18) (678) Southern Arizona HCS,149.0,3.0,1.0,1.57,36820,2.63,2.88,2.49,10.01,12.98,11.27,10.8,9.33,4.0,SOUTHERN ARIZONA HCS,CS,<[ZERO_RESULTS] Google - Geocode>,0,,,,,,,,,,,12252,28.937175248,4000,10.8636610538,5520,13772,14.9918522542,33.7383635473,149.492753623,4.0,27.0,1.20428189117,-23.0,-1.03650292925,40.0,1.77069499779,136.0,5.67849686848,98.0,3.93100681909,234.0,9.38628158845,6.59583886676,85.0,0.436638926174,1.52823624161,-3.87,-38.3928571429,1.5,52.0833333333,3.18,31.5476190476,3.29,132.128514056,-3.65,-36.2103174603,0.02,0.760456273764,18.7428065516,21.8981147212,16.2992474546,16.373846771,0.8,2.29,average,,,,
31077,11.92,8.5,9.37,18.44,756,(V18) (756) OC EL PASO TX,627.0,672.0,708.0,753.0,814.0,872.0,756el,44429,5.63,12.5,6.09,5.0,23694,4.59,8.56,6.21,6.49,756,"(V18) (756) El Paso, TX",67.0,1.0,0.0,5.21,20803,8.55,5.93,5.94,14.53,5.76,8.23,14.46,18.08,2.0,"EL PASO, TX",TX,<[OVER_QUERY_LIMIT] Google - Geocode>,0,,,,,,,,,,,13352,42.9642500885,2891,13.8970340816,10274,20735,49.3871076287,87.5116063138,101.82012848,1.0,45.0,6.69642857143,36.0,5.08474576271,45.0,5.97609561753,61.0,7.49385749386,58.0,6.65137614679,119.0,13.6467889908,8.89774236388,52.0,0.66646119403,0.955298507463,4.0,47.0588235294,2.63,44.3507588533,-3.28,-38.5882352941,0.27,4.54545454545,-13.44,-158.117647059,-2.06,-24.0935672515,41.2709163347,50.9506880734,27.6268260292,27.1720183486,-6.29,-0.62,small,Texas                                                                                                                          ,1680418.0,1527098.0,-153320.0
18288,9.24,15.45,4.56,4.23,436,(V19) (436) HCS FT HARRISON MT,1031.0,1034.0,1133.0,1253.0,1223.0,1219.0,436mo,25439,17.43,15.41,20.03,4.32,20157,7.59,6.79,12.4,2.91,436,(V19) (436) Montana HCS,42.0,2.0,0.0,3.31,22091,3.48,5.57,2.74,7.88,5.05,9.41,7.3,11.01,,MONTANA HCS,CS,<[OVER_QUERY_LIMIT] Google - Geocode>,0,,,,,,,,,,,7151,39.1021434821,-1934,-8.75469648273,-3803,5282,-17.2151554932,26.2042962742,-238.890349724,2.0,3.0,0.290135396518,99.0,8.73786407767,120.0,9.57701516361,-30.0,-2.45298446443,-4.0,-0.328137817884,-34.0,-2.78917145201,3.35195530726,-76.0,1.66171666667,4.60925,-0.04,-0.258899676375,1.22,21.9030520646,15.47,100.129449838,9.66,352.554744526,0.09,0.582524271845,-0.57,-16.3793103448,14.5953711093,20.8687448728,17.6304868316,16.5356849877,8.19,4.28,average,,,,
13635,6.55,5.12,6.92,5.86,442,(V19) (442) MROC CHEYENNE WY,573.0,586.0,636.0,694.0,758.0,853.0,442ch,18174,9.71,4.56,11.71,7.04,14436,5.43,3.12,7.96,4.16,442,"(V19) (442) Cheyenne, WY",120.0,1.0,0.0,1.94,14301,2.8,1.41,4.24,8.91,22.4,11.24,7.3,13.26,3.0,"CHEYENNE, WY",WY,<[OVER_QUERY_LIMIT] Google - Geocode>,0,,,,,,,,,,,4539,33.2893289329,135,0.943989930774,-666,3738,-4.65701699182,25.893599335,-661.261261261,1.0,13.0,2.21843003413,50.0,7.86163522013,58.0,8.35734870317,64.0,8.44327176781,95.0,11.1371629543,159.0,18.6400937866,17.2910662824,39.0,0.081545,0.296106666667,-0.56,-10.9375,1.71,121.276595745,4.79,93.5546875,3.72,87.7358490566,1.18,23.046875,1.36,48.5714285714,19.6469740634,21.305978898,20.6066282421,16.9237983587,3.16,3.49,small,Wyoming                                                                                                                        ,49708.0,49874.0,167.0
62583,14.22,9.56,13.25,14.78,554,(V19) (554) HCS DENVER CO,2377.0,2472.0,2511.0,2487.0,2831.0,3057.0,554de,76858,17.84,15.38,18.97,9.39,59973,8.65,9.62,11.49,5.01,554,"(V19) (554) Denver, CO",175.0,0.0,1.0,4.83,48874,6.54,5.77,6.52,10.31,6.89,8.78,13.78,13.69,1.0,"DENVER, CO",CO,<[OVER_QUERY_LIMIT] Google - Geocode>,0,,,,,,,,,,,14275,22.8097087068,11099,22.7094160494,13709,16885,28.0496787658,28.1543361179,23.1672623824,1.0,95.0,3.8430420712,39.0,1.5531660693,-24.0,-0.965018094089,344.0,12.1511833274,226.0,7.39286882565,570.0,18.6457311089,7.0365902694,395.0,0.819999428571,1.35861257143,5.82,60.8786610879,3.85,66.7244367418,5.72,59.8326359833,4.97,76.226993865,-5.39,-56.3807531381,-1.53,-23.3944954128,25.164053076,25.1416421328,19.6517893044,19.6182531894,3.62,3.82,large,Colorado                                                                                                                       ,413271.0,327186.0,-86086.0
8654,4.25,3.33,6.3,2.67,575,(V19) (575) MC GR JUNCTION CO,582.0,587.0,583.0,590.0,625.0,651.0,575gr,10929,8.94,16.72,8.12,1.83,11033,5.68,6.35,7.03,1.74,575,"(V19) (575) Grand Junction, CO",23.0,2.0,0.0,1.13,10424,2.53,1.83,2.28,5.73,5.87,5.71,29.85,13.11,1.0,"GRAND JUNCTION, CO",CO,<[OVER_QUERY_LIMIT] Google - Geocode>,0,,,,,,,,,,,2275,26.2884215392,609,5.84228702993,-1770,-104,-16.9800460476,-0.942626665458,-94.1242937853,2.0,5.0,0.851788756388,-4.0,-0.686106346484,7.0,1.18644067797,35.0,5.6,26.0,3.99385560676,61.0,9.37019969278,3.89830508475,38.0,0.469434782609,0.854217391304,13.39,402.102102102,4.52,246.994535519,1.82,54.6546546547,4.75,208.333333333,-0.84,-25.2252252252,-0.79,-31.2252964427,14.6677966102,16.7880184332,17.6677966102,16.9477726575,4.69,4.55,small,Colorado                                                                                                                       ,413271.0,327186.0,-86086.0
27935,10.37,12.95,10.04,3.58,660,(V19) (660) HCS SALT LAKE CITYUT,1964.0,1962.0,2028.0,2119.0,2328.0,2407.0,660sa,44812,15.39,9.23,14.92,7.44,31709,8.62,5.69,10.93,4.19,660,"(V19) (660) Salt Lake City, UT",72.0,0.0,0.0,4.5,28963,2.5,5.38,6.08,10.24,9.46,11.06,7.58,7.18,1.0,"SALT LAKE CITY, UT",UT,<[OVER_QUERY_LIMIT] Google - Geocode>,0,,,,,,,,,,,16877,60.4152496868,2746,9.48106204468,-1028,13103,-3.54935607499,41.3226528746,-1374.61089494,0.0,-2.0,-0.101936799185,66.0,3.25443786982,91.0,4.29447852761,209.0,8.97766323024,79.0,3.28209389281,288.0,11.9651017865,3.3978291647,216.0,1.58336388889,3.81125694444,-3.72,-28.7258687259,0.31,5.76208178439,4.88,37.6833976834,4.85,79.7697368421,3.86,29.8069498069,1.69,67.6,13.1831052383,18.6173660158,13.6682397357,13.1736601579,5.02,4.12,average,Utah                                                                                                                           ,151719.0,134909.0,-16809.0
4366,2.86,6.51,5.13,3.05,666,(V19) (666) HCS SHERIDAN WY,601.0,572.0,592.0,607.0,608.0,631.0,666sh,6332,7.79,7.95,12.89,2.76,6184,5.42,7.56,7.17,2.94,666,"(V19) (666) Sheridan, WY",10.0,0.0,1.0,1.86,6596,1.33,4.25,2.87,12.72,13.69,20.34,19.46,13.11,,"SHERIDAN, WY",WY,"<[OK] Google - Geocode [Sheridan, WY 82801, USA]>",4,SHERIDAN,"SHERIDAN, WY",-148.0,-318.0,-688.0,-1017.0,1740.0,2069.0,2439.0,2609.0,1966,45.0297755383,-412,-6.24620982414,-2230,148,-33.8083687083,2.39327296248,-106.6367713,1.0,-29.0,-5.06993006993,20.0,3.37837837838,15.0,2.47116968699,1.0,0.164473684211,23.0,3.64500792393,24.0,3.80348652932,1.64744645799,14.0,2.57975,3.95157,1.44,22.1198156682,3.31,77.8823529412,7.76,119.201228879,4.3,149.825783972,-0.29,-4.45468509985,1.61,121.052631579,7.19275123558,10.0348652932,10.8665568369,9.80031695721,4.93,3.56,small,Wyoming                                                                                                                        ,49708.0,49874.0,167.0
