Appts_Pending_1412,%_Appts_Over_30_Pending_1412,PC_Wait_Pending_1412,SC_Wait_Pending_1412,MH_Wait_Pending_1412,ID,ORGANIZATION,MAY-FY11,MAY-FY12,MAY-FY13,MAY-FY14,MAY-FY15,MAY-FY16,Appts_Pending_1610,%_Appts_Over_30_Pending_1610,PC_Wait_Pending_1610,SC_Wait_Pending_1610,MH_Wait_Pending_1610,Appts_Complete_1608,%_Appts_Over_30_Complete_1608,PC_Wait_Complete_1608,SC_Wait_Complete_1608,MH_Wait_Complete_1608,Station,Location,for_dups,Choice_Hires,Interim,Vacancy,%_Appts_Over_30_Complete_1409,Appts_Complete_1409,MH_Wait_Complete_1409,PC_Wait_Complete_1409,SC_Wait_Complete_1409,Physician_Turnover_FY11,Physician_Turnover_FY12,Physician_Turnover_FY13,Physician_Turnover_FY14,Physician_Turnover_FY15,Pending_Increase,Pending_Increase_%,Complete_Increase,Complete_Increase_%,Missing_Leadership,Staff_11_To_12_Increase,Staff_11_To_12_Increase_%,Staff_12_To_13_Increase,Staff_12_To_13_Increase_%,Staff_13_To_14_Increase,Staff_13_To_14_Increase_%,Staff_14_To_15_Increase,Staff_14_To_15_Increase_%,Staff_15_To_16_Increase,Staff_15_To_16_Increase_%,Staff_14_To_16_Increase,Staff_14_To_16_Increase_%,Choice_Increase_%,Choice_Staff_Dif,PC_Wait_Pending_Increase,PC_Wait_Pending_Increase_%,PC_Wait_Complete_Increase,PC_Wait_Complete_Increase_%,SC_Wait_Pending_Increase,SC_Wait_Pending_Increase_%,SC_Wait_Complete_Increase,SC_Wait_Complete_Increase_%,MH_Wait_Pending_Increase,MH_Wait_Pending_Increase_%,MH_Wait_Complete_Increase,MH_Wait_Complete_Increase_%,Staff_To_Appts_Pending_14,Staff_To_Appts_Pending_16,Staff_To_Appts_Complete_14,Staff_To_Appts_Complete_16
62831,7.38%,8.0,9.95,4.54,605lo,(V22) (605) MC LOMA LINDA CA,2374.0,2341.0,2431.0,2489.0,2608.0,2809.0,89684,9.37%,11.89,9.04,8.86,57647,0.0589,7.28,7.58,4.48,605,"(V22) (605) Loma Linda, CA",605,215.0,0.0,0.0,0.0308,53584,3.59,3.46,6.11,0.0823,0.0341,0.1079,0.0472,0.0609,26853,0.42738457131,4063,0.0758248730964,0.0,-33.0,-0.0140965399402,90.0,0.0370218017277,58.0,0.023302531137,119.0,0.0456288343558,201.0,0.0715557137771,320.0,0.113919544322,0.0863800723182,105.0,3.89,0.48625,3.82,1.10404624277,-0.91,-0.11375,1.47,0.240589198036,4.32,0.54,0.89,0.24791086351,0.03961420318,0.0313210829133,0.0464504329651,0.0487276007424
61038,9.40%,6.67,9.57,6.86,664sa,(V22) (664) HCS SAN DIEGO CA,2775.0,2815.0,2991.0,3028.0,3158.0,3173.0,69001,9.94%,5.48,11.18,8.26,60297,0.0475,2.68,8.13,5.38,664,"(V22) (664) San Diego, CA",664,144.0,2.0,1.0,0.0225,60802,3.0,2.16,3.84,0.0632,0.0638,0.0725,0.0644,0.0721,7963,0.130459713621,-505,-0.00830564784053,3.0,40.0,0.0142095914742,176.0,0.0588431962554,37.0,0.0122192866579,130.0,0.0411652944902,15.0,0.0047273873306,145.0,0.0456980775292,0.0475561426684,1.0,-1.19,-0.178410794603,0.52,0.240740740741,1.61,0.241379310345,4.29,1.1171875,1.4,0.209895052474,2.38,0.793333333333,0.0496084406435,0.0459848407994,0.0498009933884,0.0526228502247
80701,9.95%,6.46,13.35,4.53,691gr,(V22) (691) HCS W/LOS ANGELES CA,4891.0,4868.0,4844.0,5041.0,5137.0,5090.0,89208,14.65%,10.48,15.2,6.46,70257,0.0683,5.75,9.58,4.24,691,(V22) (691) Greater Los Angeles HCS,691,108.0,1.0,2.0,0.0439,65683,4.49,4.64,6.68,0.0678,0.0676,0.0482,0.0672,0.0796,8507,0.105413811477,4574,0.0696375013322,3.0,-23.0,-0.00472473294988,-24.0,-0.00495458298927,197.0,0.0390795477088,96.0,0.0186879501655,-47.0,-0.00923379174853,49.0,0.00962671905697,0.0214243205713,-59.0,4.02,0.622291021672,1.11,0.239224137931,1.85,0.286377708978,2.9,0.434131736527,1.93,0.298761609907,-0.25,-0.0556792873051,0.0624651491307,0.0570576629899,0.0767474080051,0.0724482969669
17514,4.48%,5.39,4.42,1.71,437fa,(V23) (437) HCS FARGO ND,893.0,882.0,934.0,996.0,1048.0,1086.0,24115,8.04%,4.81,10.1,1.93,18543,0.0319,2.68,6.0,1.01,437,"(V23) (437) Fargo, ND",437,46.0,0.0,0.0,0.018,18930,1.37,1.69,3.54,0.1488,0.0893,0.128,0.1553,0.0999,6601,0.376898481215,-387,-0.0204437400951,0.0,-11.0,-0.0124716553288,52.0,0.0556745182013,62.0,0.0622489959839,52.0,0.0496183206107,38.0,0.0349907918969,90.0,0.0828729281768,0.0461847389558,44.0,-0.58,-0.107606679035,0.99,0.585798816568,5.68,1.05380333952,2.46,0.694915254237,0.22,0.0408163265306,-0.36,-0.262773722628,0.0568687906817,0.0450342110719,0.0526148969889,0.0585665749879
19971,3.65%,3.91,5.94,4.84,438si,(V23) (438) HCS SIOUX FALLS SD,898.0,857.0,898.0,942.0,1012.0,1067.0,26511,10.33%,3.57,12.35,3.15,21436,0.0446,2.28,8.57,2.36,438,"(V23) (438) Sioux Falls, SD",438,65.0,0.0,0.0,0.0299,18226,3.85,3.03,5.03,0.1348,0.0597,0.1015,0.055,0.1013,6540,0.327474838516,3210,0.176122023483,0.0,-41.0,-0.0478413068845,41.0,0.0456570155902,44.0,0.0467091295117,70.0,0.0691699604743,55.0,0.0515463917526,125.0,0.117150890347,0.0690021231423,60.0,-0.34,-0.0869565217391,-0.75,-0.247524752475,6.41,1.63938618926,3.54,0.703777335984,-1.69,-0.432225063939,-1.49,-0.387012987013,0.0471683941715,0.040247444457,0.0516844068913,0.0497760776264
12773,5.79%,4.03,8.3,3.47,568bl,(V23) (568) HCS FORT MEADE SD,1093.0,1036.0,1043.0,1059.0,1105.0,1101.0,12849,11.55%,4.86,15.46,5.07,14029,0.0546,5.26,9.66,2.94,568,"(V23) (568) Black Hills HCS, SD",568,20.0,0.0,0.0,0.0246,13315,1.95,2.74,5.52,0.1268,0.1026,0.1046,0.1552,0.1555,76,0.00595005088859,714,0.0536237326324,0.0,-57.0,-0.0550193050193,7.0,0.00671140939597,16.0,0.0151085930123,46.0,0.041628959276,-4.0,-0.00363306085377,42.0,0.0381471389646,0.0188857412653,22.0,0.83,0.205955334988,2.52,0.919708029197,7.16,1.77667493797,4.14,0.75,1.6,0.397022332506,0.99,0.507692307692,0.0829092617239,0.085687602148,0.0795343597446,0.0784802908261
67476,3.10%,4.57,4.13,1.19,618mi,(V23) (618) HCS MINNEAPOLIS MN,3461.0,3421.0,3529.0,3662.0,3715.0,3894.0,76039,5.72%,5.55,9.55,2.34,67817,0.0231,2.8,5.28,1.08,618,"(V23) (618) Minneapolis, MN",618,75.0,1.0,0.0,0.0118,64104,0.82,2.16,2.53,0.0546,0.0822,0.063,0.0477,0.0827,8563,0.126904380817,3713,0.0579215025583,1.0,-40.0,-0.0116924875767,108.0,0.0306035704165,133.0,0.0363189513927,53.0,0.014266487214,179.0,0.0459681561376,232.0,0.0595788392399,0.0204806116876,157.0,0.98,0.214442013129,0.64,0.296296296296,5.42,1.18599562363,2.75,1.08695652174,1.15,0.251641137856,0.26,0.317073170732,0.0542711482601,0.0512105630006,0.0571259203794,0.0574192311662
20957,5.23%,7.7,5.12,3.13,636ce,(V23) (636) HCS OMAHA NE,4786.0,4695.0,4839.0,5240.0,5431.0,5499.0,21146,10.62%,5.55,11.69,3.2,25238,0.0439,3.77,7.51,2.73,636,"(V23) (636) Central Iowa, IA",636ce,73.0,2.0,0.0,0.0148,23238,3.27,3.34,3.16,,,,,,189,0.00901846638355,2000,0.0860659264997,2.0,-91.0,-0.0193823216187,144.0,0.0297582145071,401.0,0.0765267175573,191.0,0.0351684772602,68.0,0.0123658847063,259.0,0.0470994726314,0.0139312977099,186.0,-2.15,-0.279220779221,0.43,0.12874251497,6.57,0.853246753247,4.35,1.37658227848,0.07,0.00909090909091,-0.54,-0.165137614679,0.250035787565,0.260049181878,0.225492727429,0.217885727871
31302,5.07%,6.79,5.45,2.7,636io,,,,,,,,34244,10.25%,6.58,11.57,4.61,27040,0.0435,4.16,7.51,2.61,636,"(V23) (636) Iowa City, IA",636io,84.0,1.0,1.0,0.029,24724,1.72,4.6,4.7,,,,,,2942,0.0939876046259,2316,0.0936741627568,2.0,,,,,,,,,,,,,,,-0.21,-0.0309278350515,-0.44,-0.095652173913,6.12,0.901325478645,2.81,0.597872340426,1.91,0.281296023564,0.89,0.517441860465,,,,
36985,0.82%,2.24,2.19,1.16,636ne,,,,,,,,43118,4.15%,3.31,7.27,2.36,44295,0.0152,1.91,4.32,1.19,636,"(V23) (636) Nebraska‰ÛêW Iowa, NE",636ne,59.0,0.0,0.0,0.0047,44645,0.89,1.5,2.02,0.0754,0.0797,0.1171,0.0881,0.088,6133,0.165823982696,-350,-0.00783962369806,0.0,,,,,,,,,,,,,,,1.07,0.477678571429,0.41,0.273333333333,5.08,2.26785714286,2.3,1.13861386139,1.2,0.535714285714,0.3,0.337078651685,,,,
31130,3.69%,2.82,5.62,6.28,656st,(V23) (656) HCS ST CLOUD MN,1487.0,1483.0,1551.0,1642.0,1670.0,1706.0,37504,6.32%,6.46,11.55,5.35,36534,0.0328,4.59,7.91,3.17,656,"(V23) (656) St. Cloud, MN",656,72.0,0.0,1.0,0.0143,35123,3.28,2.03,4.23,0.1096,0.0559,0.0734,0.0686,0.1543,6374,0.204754256344,1411,0.040173105942,1.0,-4.0,-0.00269723533378,68.0,0.0438426821406,91.0,0.0554202192448,28.0,0.0167664670659,36.0,0.021101992966,64.0,0.0375146541618,0.0438489646772,-8.0,3.64,1.29078014184,2.56,1.26108374384,5.93,2.10283687943,3.68,0.869976359338,-0.93,-0.329787234043,-0.11,-0.0335365853659,0.0527465467395,0.0454884812287,0.0467499928822,0.046696228171
