"Completed Appointment Wait Times National,
Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date
For the Reporting Period Ending: August 2016","Total Completed
Appointments 1","Completed within
30 Days 2","Percent
Appts
Complete
d in 30
Days or
Less 3","Completed in
Over 30 Days 4","Percent
Appts
Complete
d in Over
30 Days 5","Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in
more than 120
Days 12","PC Avg
Wait Time
in Days
13","SC Avg
Wait Time
in Days
14","MH Avg
Wait Time
in Days
15"
"(V18) (501GM) Northwest Metro VA
Clinic",2039,"1,954",95.83%,85,0.0417,"1,673",134,147,68,15,0,2,2.98,12.68,4.62
(V18) (501HB) Raton,331,330,99.70%,1,0.0030,312,13,5,1,0,0,0,1.28,0,5.24
(V18) (501MA) IDES Kirtland AFB,14,14,100.00%,0,0.0000,14,0,0,0,0,0,0,,0,0
"(V18) (504) Amarillo, TX",17731,"16,569",93.45%,"1,162",0.0655,"14,900",710,959,796,254,90,22,7.67,10.16,3.03
(V18) (504) Thomas E Creek VAMC,12481,"11,608",93.01%,873,0.0699,"10,361",500,747,652,187,25,9,13.25,10.2,0.53
(V18) (504BY) Lubbock TX,4490,"4,204",93.63%,286,0.0637,"3,838",175,191,141,67,65,13,1.71,10.05,8.81
(V18) (504BZ) Clovis,642,641,99.84%,1,0.0016,602,25,14,1,0,0,0,2.08,0,1.48
(V18) (504GA) Childress,76,75,98.68%,1,0.0132,66,7,2,1,0,0,0,3.47,,0
(V18) (504HB) Dalhart,42,41,97.62%,1,0.0238,33,3,5,1,0,0,0,9.28,0,
"(V18) (519) Big Spring, TX",8754,"8,548",97.65%,206,0.0235,"7,343",693,512,141,30,33,2,3.05,7.28,3.72
"(V18) (519) George H OBrien Jr
VAMC",3369,"3,261",96.79%,108,0.0321,"2,815",256,190,102,6,0,0,2.85,5.64,2.32
(V18) (519GA) Permian Basin,1658,"1,640",98.91%,18,0.0109,"1,312",196,132,17,1,0,0,4.14,6.85,4.04
(V18) (519GB) Hobbs,368,368,100.00%,0,0.0000,356,10,2,0,0,0,0,0.72,,2.05
(V18) (519GD) Fort Stockton,51,47,92.16%,4,0.0784,30,3,14,4,0,0,0,10.59,,
(V18) (519HC) Abilene,1966,"1,891",96.19%,75,0.0381,"1,597",153,141,17,23,33,2,3.26,13.79,9.3
(V18) (519HD) Stamford,30,30,100.00%,0,0.0000,26,3,1,0,0,0,0,2.47,,
(V18) (519HF) San Angelo,1312,"1,311",99.92%,1,0.0008,"1,207",72,32,1,0,0,0,1.94,5.4,1.46
"(V18) (644) Phoenix, AZ",63232,"59,779",94.54%,"3,453",0.0546,"50,526","4,102","5,151","2,662",480,199,112,7.48,8.41,3.01
(V18) (644) Carl T Hayden VAMC,44256,"41,523",93.82%,"2,733",0.0618,"34,521","2,971","4,031","2,106",381,145,101,10.37,8.7,2.83
(V18) (644BY) Southeast,9389,"8,972",95.56%,417,0.0444,"7,714",639,619,307,57,50,3,5.7,8.74,3.59
(V18) (644GA) Sun City,5120,"4,940",96.48%,180,0.0352,"4,495",218,227,141,32,1,6,5.39,4.2,4.54
(V18) (644GB) Show Low,1228,"1,180",96.09%,48,0.0391,987,96,97,45,3,0,0,6.2,10.78,0.22
(V18) (644GD) Payson,105,103,98.10%,2,0.0190,97,6,0,1,1,0,0,3.38,0,3.47
(V18) (644GE) Thunderbird,2105,"2,050",97.39%,55,0.0261,"1,833",104,113,48,4,3,0,3.03,8.38,1.04
(V18) (644GF) Globe,284,284,100.00%,0,0.0000,269,14,1,0,0,0,0,2,0,0
"(V18) (644GG) Northeast Phoenix VA
Clinic",745,727,97.58%,18,0.0242,610,54,63,14,2,0,2,9,5.75,2.4
(V18) (649) Northern Arizona HCS,16840,"16,118",95.71%,722,0.0429,"14,684",828,606,551,95,52,24,4.29,10.08,1.39
(V18) (649) Bob Stump VAMC,12506,"11,856",94.80%,650,0.0520,"10,875",568,413,488,87,51,24,3.85,10.54,1.85
(V18) (649GA) Kingman,1263,"1,238",98.02%,25,0.0198,"1,105",76,57,23,2,0,0,5.78,1.09,0.46
(V18) (649GB) Flagstaff,740,724,97.84%,16,0.0216,626,49,49,13,3,0,0,6.8,2.54,0.04
(V18) (649GC) Lake Havasu,1122,"1,110",98.93%,12,0.0107,"1,046",36,28,10,2,0,0,2.7,2.19,0
(V18) (649GD) Anthem,421,411,97.62%,10,0.0238,335,55,21,10,0,0,0,6.44,2.83,0.98
(V18) (649GE) Cottonwood,788,779,98.86%,9,0.0114,697,44,38,7,1,1,0,4.12,7.25,0.07
(V18) (678) Southern Arizona HCS,40820,"39,243",96.14%,"1,577",0.0386,"34,727","2,285","2,231","1,039",309,153,76,4.38,5.78,2.65
(V18) (678) Tucson VAMC,30373,"29,029",95.58%,"1,344",0.0442,"25,577","1,727","1,725",861,263,144,76,4.44,6.26,2.67
(V18) (678GA) Sierra Vista,2533,"2,429",95.89%,104,0.0411,"2,108",134,187,71,30,3,0,6.22,6.12,2.19
(V18) (678GB) Yuma,1569,"1,519",96.81%,50,0.0319,"1,322",99,98,41,6,3,0,4.61,5.86,2.87
(V18) (678GC) Casa Grande,1800,"1,785",99.17%,15,0.0083,"1,699",56,30,12,2,1,0,2.66,0.68,3.27
(V18) (678GD) Safford,300,299,99.67%,1,0.0033,227,39,33,1,0,0,0,4.5,4,3.8
(V18) (678GE) Green Valley,433,428,98.85%,5,0.0115,411,9,8,5,0,0,0,1.76,2.9,1.02
"(V18) (678GF) Northwest Tucson VA
Clinic",2046,"2,038",99.61%,8,0.0039,"1,829",120,89,8,0,0,0,2.58,3.18,1.89
"(V18) (678GG) Southeast Tucson VA
Clinic",1673,"1,623",97.01%,50,0.0299,"1,461",101,61,40,8,2,0,6.68,2.36,3.15
"(V18) (678MA) IDES Davis-Monthan
AFB",36,36,100.00%,0,0.0000,36,0,0,0,0,0,0,,0,0
(V18) (678MB) IDES Fort Huachuca,57,57,100.00%,0,0.0000,57,0,0,0,0,0,0,,0,0
"(V18) (756) El Paso, TX",23694,"22,606",95.41%,"1,088",0.0459,"19,290","1,578","1,738",702,340,20,26,8.56,6.21,6.49
(V18) (756) El Paso VA Clinic,19376,"18,438",95.16%,938,0.0484,"15,703","1,306","1,429",587,307,18,26,10.7,6.3,6.4
(V18) (756GA) Las Cruces,1805,"1,755",97.23%,50,0.0277,"1,542",99,114,32,16,2,0,3.63,1.56,7.02
(V18) (756GB) El Paso Eastside,2187,"2,087",95.43%,100,0.0457,"1,806",91,190,83,17,0,0,6.57,2.45,7.09
(V18) (756MA) IDES Fort Bliss,326,326,100.00%,0,0.0000,239,82,5,0,0,0,0,,6.45,2.63
(V19) (436) Montana HCS,20157,"18,628",92.41%,"1,529",0.0759,"16,222","1,045","1,361",967,409,112,41,6.79,12.4,2.91
"(V19) (436) Fort Harrison VA Medical
Center",7788,"7,053",90.56%,735,0.0944,"6,060",396,597,443,224,51,17,9.77,12.85,3.69
(V19) (436GA) Anaconda,279,271,97.13%,8,0.0287,256,6,9,7,1,0,0,3.39,0,5.2
(V19) (436GB) Great Falls,1764,"1,738",98.53%,26,0.0147,"1,519",93,126,20,5,1,0,4.26,6.88,1.68
(V19) (436GC) Missoula,2503,"2,318",92.61%,185,0.0739,"2,091",96,131,121,53,8,3,8.92,9.12,3.09
(V19) (436GD) Bozeman,1051,"1,019",96.96%,32,0.0304,874,74,71,25,7,0,0,4.45,9.2,1.41
(V19) (436GF) Kalispell,1652,"1,516",91.77%,136,0.0823,"1,320",89,107,94,26,12,4,6.72,31.12,2.91
(V19) (436GH) Billings,3785,"3,403",89.91%,382,0.1009,"2,907",219,277,235,91,40,16,8.1,12.55,2.68
(V19) (436GI) Glasgow,147,137,93.20%,10,0.0680,117,12,8,10,0,0,0,4.25,0,8.75
(V19) (436GJ) Miles City VA Clinic,336,332,98.81%,4,0.0119,294,31,7,4,0,0,0,2.68,0.18,0
(V19) (436GK) Glendive,146,142,97.26%,4,0.0274,121,7,14,3,0,0,1,5.71,4.4,3
(V19) (436GL) Cut Bank,196,195,99.49%,1,0.0051,184,4,7,1,0,0,0,2.3,0,0.33
(V19) (436GM) Lewistown,231,227,98.27%,4,0.0173,210,13,4,3,1,0,0,0.82,7.47,11.57
"(V19) (436HC) Merril Lundman VA
OPC",272,270,99.26%,2,0.0074,262,5,3,1,1,0,0,0.68,11.67,1.24
(V19) (436MA) IDES Malmstrom AFB,7,7,100.00%,0,0.0000,7,0,0,0,0,0,0,,0,
"(V19) (442) Cheyenne, WY",14436,"13,652",94.57%,784,0.0543,"11,896",776,980,564,191,25,4,3.12,7.96,4.16
"(V19) (442) Cheyenne VA Medical
Center",8618,"8,270",95.96%,348,0.0404,"7,055",549,666,251,91,4,2,3.3,6.54,2.92
(V19) (442GB) Sidney,177,174,98.31%,3,0.0169,159,8,7,3,0,0,0,1.74,0,8.67
(V19) (442GC) Fort Collins,2508,"2,248",89.63%,260,0.1037,"1,957",124,167,199,51,8,2,4.4,12.83,7.52
(V19) (442GD) Greeley,2664,"2,516",94.44%,148,0.0556,"2,319",79,118,95,43,10,0,1.82,9.27,2.42
"(V19) (442HK) Wheatland VA Mobile
Clinic",422,398,94.31%,24,0.0569,366,13,19,15,6,3,0,3.89,,9.64
(V19) (442QA) Rawlins,47,46,97.87%,1,0.0213,40,3,3,1,0,0,0,4,,0
"(V19) (554) Denver, CO",59973,"54,788",91.35%,"5,185",0.0865,"45,639","4,235","4,914","3,211","1,372",416,186,9.62,11.49,5.01
"(V19) (554) Denver VA Medical
Center",31695,"29,056",91.67%,"2,639",0.0833,"23,829","2,317","2,910","1,778",583,192,86,8.84,11,4.05
(V19) (5549AB) VANURS Pueblo,1,0,0.00%,1,1.0000,0,0,0,1,0,0,0,,,
(V19) (554GB) Aurora,2236,"2,002",89.53%,234,0.1047,"1,669",156,177,153,78,2,1,11.37,5.19,5.84
(V19) (554GC) Golden,6080,"5,946",97.80%,134,0.0220,"5,125",471,350,128,6,0,0,4.42,4.71,1.46
(V19) (554GD) Pueblo,5594,"5,045",90.19%,549,0.0981,"4,360",347,338,306,143,57,43,8.74,15.68,7.02
"(V19) (554GE) PFC Floyd K
Lindstrom VA Clinic",12842,"11,253",87.63%,"1,589",0.1237,"9,436",783,"1,034",812,557,165,55,14.12,14.63,7.34
(V19) (554GF) Alamosa,373,352,94.37%,21,0.0563,282,24,46,16,4,0,1,10.23,18.66,0.62
(V19) (554GG) La Junta,461,454,98.48%,7,0.0152,414,30,10,7,0,0,0,2.45,4.36,3.19
(V19) (554GH) Lamar,135,133,98.52%,2,0.0148,104,15,14,2,0,0,0,4.97,0,5.27
(V19) (554GI) Burlington,134,125,93.28%,9,0.0672,94,11,20,8,1,0,0,12.11,0,1.2
(V19) (554MA) IDES Fort Carson,422,422,100.00%,0,0.0000,326,81,15,0,0,0,0,,6.41,3.32
"(V19) (575) Grand Junction, CO",11033,"10,406",94.32%,627,0.0568,"8,985",656,765,472,102,21,32,6.35,7.03,1.74
(V19) (575) Grand Junction VAMC,10154,"9,556",94.11%,598,0.0589,"8,300",589,667,457,90,21,30,6.8,6.81,1.66
(V19) (575GA) Montrose,782,763,97.57%,19,0.0243,611,61,91,15,4,0,0,1.74,9.76,4.7
"(V19) (575GB) Major William Edward
Adams VA Clinic",97,87,89.69%,10,0.1031,74,6,7,0,8,0,2,19.69,6.27,1.92
"(V19) (660) Salt Lake City, UT",31709,"28,976",91.38%,"2,733",0.0862,"23,857","2,182","2,937","1,989",531,172,41,5.69,10.93,4.19
(V19) (660) George E. Wahlen VAMC,23133,"20,625",89.16%,"2,508",0.1084,"16,369","1,715","2,541","1,790",513,166,39,8.57,11.3,3.52
(V19) (660GA) Pocatello,1931,"1,898",98.29%,33,0.0171,"1,696",109,93,30,3,0,0,4.03,5.14,3.81
(V19) (660GB) Ogden,2272,"2,156",94.89%,116,0.0511,"1,897",104,155,103,10,3,0,7.32,9.56,8.26
(V19) (660GC) Ely,108,108,100.00%,0,0.0000,108,0,0,0,0,0,0,0,,
(V19) (660GD) Roosevelt,146,145,99.32%,1,0.0068,141,2,2,1,0,0,0,0.06,1.25,6.55
(V19) (660GE) Orem,1320,"1,278",96.82%,42,0.0318,"1,166",60,52,36,4,1,1,4.9,3.3,5.59
(V19) (660GG) St. George,1475,"1,462",99.12%,13,0.0088,"1,361",69,32,10,1,1,1,0.61,3.18,3.05
(V19) (660GJ) Western Salt Lake,1226,"1,209",98.61%,17,0.0139,"1,041",112,56,16,0,1,0,3.01,6.69,2.75
"(V19) (660GK) Elko, NV",76,73,96.05%,3,0.0395,56,11,6,3,0,0,0,3.35,4.9,8.18
(V19) (660MA) IDES Hill AFB,22,22,100.00%,0,0.0000,22,0,0,0,0,0,0,,0,0
"(V19) (666) Sheridan, WY",6184,"5,849",94.58%,335,0.0542,"5,056",364,429,264,59,12,0,7.56,7.17,2.94
"(V19) (666) Sheridan VA Medical
Center",3221,"3,019",93.73%,202,0.0627,"2,562",210,247,171,28,3,0,11.93,7.78,2.04
(V19) (666GB) Casper,782,731,93.48%,51,0.0652,604,55,72,34,14,3,0,8.47,1.54,6.32
(V19) (666GC) Riverton,717,708,98.74%,9,0.0126,682,15,11,5,3,1,0,1.52,0.68,3.04
(V19) (666GD) Powell,461,430,93.28%,31,0.0672,354,33,43,19,8,4,0,10.24,4.09,1.62
(V19) (666GE) Gillette,424,406,95.75%,18,0.0425,343,35,28,14,4,0,0,5.39,4.61,1.77
(V19) (666GF) Rock Springs,579,555,95.85%,24,0.0415,511,16,28,21,2,1,0,5.19,0.33,2.14
"(V20) (463) Anchorage, AK",9850,"9,661",98.08%,189,0.0192,"8,965",326,370,131,51,5,2,2.81,3.81,1.43
"(V20) (463) Alaska VA Medical
Center",6446,"6,278",97.39%,168,0.0261,"5,706",262,310,110,51,5,2,3.9,3.78,1.79
(V20) (463BU) Anchorage DCHV,965,965,100.00%,0,0.0000,964,0,1,0,0,0,0,,,0
(V20) (463GA) Fairbanks,820,801,97.68%,19,0.0232,718,37,46,19,0,0,0,4.14,3.64,1.48
(V20) (463GB) Kenai,884,882,99.77%,2,0.0023,857,13,12,2,0,0,0,0.28,5.41,0.38
(V20) (463GC) Mat-Su,735,735,100.00%,0,0.0000,720,14,1,0,0,0,0,0.71,,0.65
"(V20) (531) Boise, ID",22413,"20,490",91.42%,"1,923",0.0858,"17,434","1,288","1,768","1,298",403,112,110,9.88,11.91,1.65
(V20) (531) Boise VA Medical Center,19522,"17,759",90.97%,"1,763",0.0903,"15,037","1,128","1,594","1,203",362,100,98,10.53,12.02,1.79
(V20) (531GE) Twin Falls,1357,"1,279",94.25%,78,0.0575,"1,149",71,59,47,24,5,2,8.23,9.19,0.09
(V20) (531GG) Caldwell,1513,"1,431",94.58%,82,0.0542,"1,227",89,115,48,17,7,10,8.8,6.67,1.91
(V20) (531MA) IDES Mt Home AFB,11,11,100.00%,0,0.0000,11,0,0,0,0,0,0,,0,0
(V20) (531MB) IDES Idaho ANG,10,10,100.00%,0,0.0000,10,0,0,0,0,0,0,,0,0
"(V20) (648) Portland, OR",52700,"48,722",92.45%,"3,978",0.0755,"40,757","3,481","4,484","2,784",816,246,132,7.53,11.86,1.97
(V20) (648A4) Vancouver,7885,"7,061",89.55%,824,0.1045,"5,667",600,794,631,159,24,10,10.71,15.48,2.61
(V20) (648BU) VADOM Vancouver,16,16,100.00%,0,0.0000,16,0,0,0,0,0,0,,,
(V20) (648GA) Bend,3093,"2,874",92.92%,219,0.0708,"2,255",226,393,189,22,4,4,9.02,7.97,5.56
(V20) (648GB) Salem,4961,"4,391",88.51%,570,0.1149,"3,518",340,533,381,141,25,23,8.39,19.19,2.22
(V20) (648GD) North Coast,752,747,99.34%,5,0.0066,719,19,9,4,1,0,0,2.16,,1.42
(V20) (648GE) Fairview,2852,"2,758",96.70%,94,0.0330,"2,417",212,129,72,18,3,1,5.61,12.81,1.14
(V20) (648GF) Hillsboro,4029,"3,892",96.60%,137,0.0340,"3,166",335,391,99,25,6,7,6.84,7.72,1.61
(V20) (648GG) West Linn,2049,"2,007",97.95%,42,0.0205,"1,682",177,148,28,7,4,3,5.39,18.9,4.32
"(V20) (653) Roseburg, OR",21286,"19,612",92.14%,"1,674",0.0786,"16,675","1,394","1,543",969,425,180,100,6.51,13.95,2.39
"(V20) (653) Roseburg VA Medical
Center",10794,"9,848",91.24%,946,0.0876,"8,555",584,709,586,239,95,26,7.4,12.68,2.56
(V20) (653BY) Eugene,8513,"7,834",92.02%,679,0.0798,"6,465",678,691,361,174,77,67,6.29,16.16,2.58
(V20) (653GA) North Bend,1410,"1,364",96.74%,46,0.0326,"1,144",107,113,19,12,8,7,6.43,12.08,0.97
(V20) (653GB) Brookings,569,566,99.47%,3,0.0053,511,25,30,3,0,0,0,3.72,0,1.57
"(V20) (663) VA Puget Sound, WA",67852,"65,079",95.91%,"2,773",0.0409,"56,874","3,855","4,350","2,034",655,44,40,5.66,7.87,0.76
"(V20) (663) Seattle VA Medical
Center",33856,"32,523",96.06%,"1,333",0.0394,"28,907","1,586","2,030","1,004",288,28,13,5.35,7.13,0.91
(V20) (663A4) American Lake,25982,"24,668",94.94%,"1,314",0.0506,"21,236","1,650","1,782",919,357,16,22,7.1,9.15,0.64
(V20) (663GA) Bellevue,1841,"1,818",98.75%,23,0.0125,"1,588",191,39,23,0,0,0,3.79,0.94,1.58
(V20) (663GB) Bremerton,1158,"1,148",99.14%,10,0.0086,"1,059",41,48,8,0,0,2,3.91,0.23,0.19
(V20) (663GC) Mount Vernon,3755,"3,697",98.46%,58,0.0154,"3,208",231,258,46,9,0,3,3.3,7.87,0.1
(V20) (663GD) South Sound,1070,"1,039",97.10%,31,0.0290,698,153,188,30,1,0,0,9.24,0.32,2.96
"(V20) (663HK) Puget Sound VA
Mobile Clinic",189,185,97.88%,4,0.0212,178,2,5,4,0,0,0,1.88,,
(V20) (663MA) IDES Fort Lewis,1,1,100.00%,0,0.0000,0,1,0,0,0,0,0,,,13
"(V20) (668) Spokane, WA",21873,"20,825",95.21%,"1,048",0.0479,"18,557",957,"1,311",678,274,50,46,4.55,8.58,1.31
(V20) (668) Mann-Grandstaff VAMC,18561,"17,550",94.55%,"1,011",0.0545,"15,540",862,"1,148",648,269,48,46,4.77,9.33,1.46
(V20) (668GA) Wenatchee,1071,"1,061",99.07%,10,0.0093,927,29,105,6,2,2,0,6.95,3.45,0.66
(V20) (668GB) Coeur d'Alene,2198,"2,171",98.77%,27,0.0123,"2,047",66,58,24,3,0,0,2.55,2.06,0.89
(V20) (668HK) Spokane Mobile OPC,43,43,100.00%,0,0.0000,43,0,0,0,0,0,0,0.51,,
"(V20) (687) Walla Walla, WA",9614,"9,070",94.34%,544,0.0566,"7,648",700,722,400,105,22,17,10.02,8.11,1.97
"(V20) (687) Jonathan M Wainwright
VAMC",5269,"4,933",93.62%,336,0.0638,"4,266",336,331,224,74,21,17,11.3,8.23,0.93
(V20) (687GA) Richland,1530,"1,485",97.06%,45,0.0294,"1,098",172,215,42,3,0,0,10.72,0.17,1.88
(V20) (687GB) Lewiston,1196,"1,170",97.83%,26,0.0217,958,135,77,22,4,0,0,5.51,0,5.53
(V20) (687GC) La Grande,398,372,93.47%,26,0.0653,319,21,32,25,1,0,0,9.46,0,3.77
(V20) (687HA) Yakima,1221,"1,110",90.91%,111,0.0909,"1,007",36,67,87,23,1,0,12.24,2.82,1.75
"(V20) (692) White City, OR",12507,"12,127",96.96%,380,0.0304,"11,208",430,489,309,34,8,29,8.28,5.01,2.2
"(V20) (692) White City VA Medical
Center",11168,"10,829",96.96%,339,0.0304,"9,951",408,470,290,31,7,11,6.5,5.06,2.21
(V20) (692GA) Klamath Falls,873,872,99.89%,1,0.0011,852,13,7,1,0,0,0,0.09,3.75,0.45
(V20) (692GB) Grants Pass,466,426,91.42%,40,0.0858,405,9,12,18,3,1,18,22.3,1.3,4.57
"(V21) (358) Manila, PI",3097,"3,073",99.23%,24,0.0077,"2,769",185,119,21,3,0,0,1.51,4.13,4.76
(V21) (358) Manila,3097,"3,073",99.23%,24,0.0077,"2,769",185,119,21,3,0,0,1.51,4.13,4.76
"(V21) (459) Honolulu, HI",18362,"17,968",97.85%,394,0.0215,"16,101",940,927,364,28,2,0,5.21,1.86,2.53
"(V21) (459) Spark M Matsunaga
VAMC",11502,"11,304",98.28%,198,0.0172,"10,367",408,529,194,3,1,0,5.97,1.66,1.03
(V21) (459GA) Maui,1158,"1,146",98.96%,12,0.0104,"1,057",56,33,9,3,0,0,1.76,0.02,3.45
(V21) (459GB) Hilo,1140,"1,084",95.09%,56,0.0491,917,94,73,54,2,0,0,8.39,0.11,1.89
(V21) (459GC) Kona,803,803,100.00%,0,0.0000,721,61,21,0,0,0,0,2.12,0.59,2.54
(V21) (459GD) Kauai,774,769,99.35%,5,0.0065,703,42,24,4,1,0,0,2.64,0,2.22
(V21) (459GE) Guam,1100,"1,057",96.09%,43,0.0391,902,70,85,35,8,0,0,5.54,4.61,3.42
(V21) (459GF) American Samoa,747,717,95.98%,30,0.0402,607,79,31,25,5,0,0,4.24,9.05,1.55
(V21) (459GG) Leeward Oahu,1136,"1,086",95.60%,50,0.0440,825,130,131,43,6,1,0,5.98,3,10.42
(V21) (459MA) IDES Honolulu C&P,2,2,100.00%,0,0.0000,2,0,0,0,0,0,0,,0,0
"(V21) (570) Fresno, CA",24267,"23,366",96.29%,901,0.0371,"20,140","1,535","1,691",605,277,10,9,0.49,9.73,0.5
(V21) (570) Fresno VAMC,21454,"20,601",96.02%,853,0.0398,"17,461","1,483","1,657",568,267,9,9,0.59,9.69,0.48
(V21) (570GA) Merced,870,843,96.90%,27,0.0310,785,30,28,27,0,0,0,0.68,19.17,0.7
(V21) (570GB) Tulare,1375,"1,374",99.93%,1,0.0007,"1,354",19,1,0,1,0,0,0.07,1.47,0.82
(V21) (570GC) Oakhurst,568,548,96.48%,20,0.0352,540,3,5,10,9,1,0,0.09,23.53,0
"(V21) (612) N. California, CA",69339,"66,428",95.80%,"2,911",0.0420,"58,738","3,417","4,273","2,125",636,138,12,5.98,6.95,1.59
(V21) (612) Martinez VA CLC,462,453,98.05%,9,0.0195,389,28,36,9,0,0,0,,1.99,21.25
(V21) (612A4) Sacramento VAMC,24440,"23,568",96.43%,872,0.0357,"21,004","1,097","1,467",577,241,51,3,6.45,5.88,2.48
(V21) (612B4) Redding,7928,"7,502",94.63%,426,0.0537,"6,650",392,460,346,42,35,3,3.32,9.84,1.23
(V21) (612BY) Oakland,5554,"5,378",96.83%,176,0.0317,"4,909",239,230,138,37,0,1,4.55,7.71,1.05
(V21) (612GD) Fairfield,1787,"1,775",99.33%,12,0.0067,"1,620",62,93,10,2,0,0,3.85,3.86,0
(V21) (612GE) Mare Island,2191,"2,118",96.67%,73,0.0333,"2,003",44,71,67,3,3,0,2.29,3.01,1.57
(V21) (612GF) Martinez,13186,"12,686",96.21%,500,0.0379,"10,930",766,990,391,104,5,0,4.77,8.16,0
(V21) (612GG) Chico,3313,"2,984",90.07%,329,0.0993,"2,694",137,153,131,154,42,2,18.14,7.29,2.92
(V21) (612GH) McClellan,9033,"8,572",94.90%,461,0.0510,"7,346",574,652,403,53,2,3,3.32,7.76,2.1
(V21) (612GI) Yuba City,1444,"1,391",96.33%,53,0.0367,"1,192",78,121,53,0,0,0,9.34,2.6,0.75
(V21) (612GJ) Yreka,1,1,100.00%,0,0.0000,1,0,0,0,0,0,0,,,0
"(V21) (640) Palo Alto, CA",44416,"42,302",95.24%,"2,114",0.0476,"34,878","3,363","4,061","1,760",263,50,41,6.72,7.08,6.66
(V21) (640) Palo Alto VAMC,19054,"18,417",96.66%,637,0.0334,"15,892","1,220","1,305",497,87,35,18,5.1,5.9,1.86
(V21) (640A0) Palo Alto-Menlo Pk,2027,"1,948",96.10%,79,0.0390,"1,709",119,120,75,4,0,0,10.33,8.1,4.5
"(V21) (640A4) Palo Alto VAMC-
Livermore",6395,"6,102",95.42%,293,0.0458,"4,827",561,714,246,31,5,11,4.25,7.19,4.81
(V21) (640BY) San Jose,5322,"5,115",96.11%,207,0.0389,"3,984",492,639,193,11,3,0,4.57,11.08,6.6
(V21) (640GA) Capitola,129,124,96.12%,5,0.0388,58,21,45,5,0,0,0,11.25,,20
(V21) (640GB) Sonora,680,619,91.03%,61,0.0897,495,43,81,61,0,0,0,10.69,0,3.11
(V21) (640GC) Fremont,1021,"1,004",98.33%,17,0.0167,779,135,90,13,3,0,1,3.93,3,8.65
(V21) (640HA) Stockton,2759,"2,527",91.59%,232,0.0841,"2,007",199,321,218,9,2,3,9.84,2.62,11.71
(V21) (640HB) Modesto,2503,"2,338",93.41%,165,0.0659,"1,985",172,181,91,62,4,8,8.63,4.03,12.35
(V21) (640HC) Monterey,4462,"4,044",90.63%,418,0.0937,"3,078",401,565,361,56,1,0,6.95,11.02,7.33
"(V21) (640QA) Palo Alto 1 VA Mobile
Clinic",64,64,100.00%,0,0.0000,64,0,0,0,0,0,0,,0,
"(V21) (654) Reno, NV",27086,"26,661",98.43%,425,0.0157,"24,035","1,437","1,189",332,49,28,16,3.08,4.73,0.68
(V21) (654) Ioannis A Lougaris VAMC,23897,"23,500",98.34%,397,0.0166,"21,082","1,316","1,102",310,47,24,16,3.27,4.77,0.49
(V21) (654GA) Sierra Foothills,1193,"1,186",99.41%,7,0.0059,"1,145",29,12,7,0,0,0,0.83,1.1,1.41
(V21) (654GB) Carson Valley,756,755,99.87%,1,0.0013,693,42,20,1,0,0,0,2.76,0.89,2.22
(V21) (654GC) Lahontan Valley,963,944,98.03%,19,0.0197,846,48,50,13,2,4,0,4.91,0.89,0.97
(V21) (654GD) Diamond View,277,276,99.64%,1,0.0036,269,2,5,1,0,0,0,1.26,0,0.58
"(V21) (662) San Francisco, CA",40031,"39,198",97.92%,833,0.0208,"35,577","1,752","1,869",688,115,23,7,5.64,4.01,2.64
(V21) (662) San Francisco VAMC,27969,"27,512",98.37%,457,0.0163,"25,680",879,953,395,39,19,4,6.44,3.46,0.26
(V21) (662GA) Santa Rosa,4611,"4,399",95.40%,212,0.0460,"3,342",439,618,179,26,4,3,8.1,7.9,6.52
(V21) (662GC) Eureka,2892,"2,866",99.10%,26,0.0090,"2,578",178,110,25,1,0,0,1.52,2.64,5.65
(V21) (662GD) Ukiah,1372,"1,346",98.10%,26,0.0190,"1,247",57,42,22,4,0,0,2.35,1.34,6.26
(V21) (662GE) San Bruno,875,868,99.20%,7,0.0080,709,93,66,6,1,0,0,4.92,5.06,4
"(V21) (662GF) San Francisco VA
Clinic",1018,"1,002",98.43%,16,0.0157,906,49,47,16,0,0,0,1.73,7.72,4.27
(V21) (662GG) Clearlake,1294,"1,205",93.12%,89,0.0688,"1,115",57,33,45,44,0,0,9.47,0.92,2.58
"(V22) (593) Las Vegas, NV",47849,"44,981",94.01%,"2,868",0.0599,"39,364","2,570","3,047","1,819",752,281,16,6.14,7.97,4.78
"(V22) (593) Las Vegas VA Medical
Center",32759,"30,655",93.58%,"2,104",0.0642,"26,914","1,704","2,037","1,215",611,263,15,3.6,8,4.16
(V22) (593GC) Pahrump,882,879,99.66%,3,0.0034,842,30,7,1,1,1,0,1.05,0,1.24
"(V22) (593GD) Northwest Las Vegas
VA Clinic",3995,"3,773",94.44%,222,0.0556,"3,216",242,315,167,51,4,0,7.23,5.31,6.15
"(V22) (593GE) Southeast Las Vegas
VA Clinic",3065,"2,938",95.86%,127,0.0414,"2,613",155,170,93,24,10,0,5.84,3.07,4.22
"(V22) (593GF) Southwest Las Vegas
VA Clinic",4137,"3,980",96.20%,157,0.0380,"3,368",244,368,131,25,0,1,6.09,10.89,5.18
