,Organization,Specialty,FY11,FY12,FY13,FY14,FY15,ID,Station,for_dups
487,(V03) (561) HCS EAST ORANGE NJ,03 GYNECOLOGY,0.0,0.0,0.0,0.0,66.67,,561,561
488,(V03) (561) HCS EAST ORANGE NJ,06 OPHTHALMOLOGY,0.0,100.0,0.0,0.0,0.0,,561,561
489,(V03) (561) HCS EAST ORANGE NJ,09 PLASTIC SURGERY,0.0,0.0,0.0,0.0,57.14,,561,561
490,(V03) (561) HCS EAST ORANGE NJ,11 THORACIC SURGERY,0.0,0.0,100.0,0.0,0.0,,561,561
491,(V03) (561) HCS EAST ORANGE NJ,16 EMERGENCY MEDICINE,0.0,10.17,0.0,8.7,9.52,,561,561
492,(V03) (561) HCS EAST ORANGE NJ,18 HEMATOLOGY,0.0,0.0,0.0,21.05,0.0,,561,561
493,(V03) (561) HCS EAST ORANGE NJ,19 INFECTIOUS DISEASES,0.0,0.0,0.0,100.0,0.0,,561,561
494,(V03) (561) HCS EAST ORANGE NJ,21 GEN INTERNAL MED,3.11,3.24,1.52,3.23,5.03,,561,561
495,(V03) (561) HCS EAST ORANGE NJ,25 GASTROENTEROLOGY,0.0,58.54,0.0,0.0,0.0,,561,561
496,(V03) (561) HCS EAST ORANGE NJ,27 NEPHROLOGY,41.38,0.0,0.0,0.0,52.17,,561,561
497,(V03) (561) HCS EAST ORANGE NJ,28 RHEUMATOLOGY,0.0,0.0,0.0,0.0,100.0,,561,561
498,(V03) (561) HCS EAST ORANGE NJ,31 PSYCHIATRY,3.02,3.01,6.27,6.19,8.63,,561,561
499,(V03) (561) HCS EAST ORANGE NJ,38 RADIOLOGY-DIAGNOSTIC,0.0,8.96,0.0,0.0,0.0,,561,561
500,(V03) (561) HCS EAST ORANGE NJ,40 GERIATRICS,0.0,0.0,0.0,0.0,17.65,,561,561
501,(V03) (561) HCS EAST ORANGE NJ,43 PATHOLOGY,0.0,0.0,0.0,52.17,0.0,,561,561
502,(V03) (561) HCS EAST ORANGE NJ,49 FAMILY PRACTICE,0.0,33.33,47.06,66.67,0.0,,561,561
503,(V03) (561) HCS EAST ORANGE NJ,53 ASSOC CH/STAFF--EDUC,0.0,0.0,0.0,85.71,0.0,,561,561
504,(V03) (561) HCS EAST ORANGE NJ,E3 ACOS MEN HLTH/BEH SC,0.0,54.55,0.0,0.0,0.0,,561,561
505,(V03) (561) HCS EAST ORANGE NJ,E6 CARDIOLOGY NON-INTER,0.0,0.0,0.0,0.0,44.44,,561,561
506,(V03) (561) HCS EAST ORANGE NJ,G9 RADIATION ONCOLOGY,0.0,0.0,0.0,0.0,38.71,,561,561
507,(V03) (620) HCS MONTROSE NY,0602 Physician (All Specialties),10.84,9.79,10.85,13.03,15.13,,620,620
508,(V03) (620) HCS MONTROSE NY,01 ANESTHESIOLOGY,100.0,0.0,0.0,0.0,52.17,,620,620
509,(V03) (620) HCS MONTROSE NY,02 SURGERY,0.0,0.0,57.14,100.0,0.0,,620,620
510,(V03) (620) HCS MONTROSE NY,21 GEN INTERNAL MED,10.29,10.53,6.74,16.09,29.88,,620,620
511,(V03) (620) HCS MONTROSE NY,25 GASTROENTEROLOGY,100.0,0.0,0.0,0.0,0.0,,620,620
512,(V03) (620) HCS MONTROSE NY,30 NEUROLOGY,100.0,0.0,0.0,100.0,0.0,,620,620
513,(V03) (620) HCS MONTROSE NY,31 PSYCHIATRY,4.56,4.55,8.6,13.14,8.57,,620,620
514,(V03) (620) HCS MONTROSE NY,38 RADIOLOGY-DIAGNOSTIC,44.44,0.0,0.0,0.0,0.0,,620,620
515,(V03) (620) HCS MONTROSE NY,40 GERIATRICS,0.0,100.0,0.0,0.0,0.0,,620,620
516,(V03) (620) HCS MONTROSE NY,43 PATHOLOGY,0.0,100.0,0.0,85.71,0.0,,620,620
517,(V03) (620) HCS MONTROSE NY,44 PHYS MED & REHAB,0.0,26.67,75.0,0.0,0.0,,620,620
518,(V03) (620) HCS MONTROSE NY,49 FAMILY PRACTICE,0.0,0.0,0.0,0.0,44.44,,620,620
519,(V03) (620) HCS MONTROSE NY,E6 CARDIOLOGY NON-INTER,0.0,41.38,0.0,0.0,31.58,,620,620
520,(V03) (620) HCS MONTROSE NY,E7 RADIOLOGY (NUCLEAR),100.0,0.0,0.0,0.0,0.0,,620,620
521,(V03) (620) HCS MONTROSE NY,P1 PRIMARY CARE,0.0,0.0,126.32,0.0,26.67,,620,620
522,(V03) (630) HCS NEW YORK NY,0602 Physician (All Specialties),6.05,7.46,6.54,7.17,6.62,,630,630
523,(V03) (630) HCS NEW YORK NY,01 ANESTHESIOLOGY,5.58,5.71,12.44,12.06,5.61,,630,630
524,(V03) (630) HCS NEW YORK NY,02 SURGERY,0.0,7.41,6.59,20.93,7.23,,630,630
525,(V03) (630) HCS NEW YORK NY,06 OPHTHALMOLOGY,13.71,15.69,0.0,7.55,14.29,,630,630
526,(V03) (630) HCS NEW YORK NY,08 OTOLARYNGOLOGY,19.35,0.0,47.06,0.0,0.0,,630,630
527,(V03) (630) HCS NEW YORK NY,12 UROLOGY,0.0,26.67,9.76,0.0,9.16,,630,630
528,(V03) (630) HCS NEW YORK NY,16 EMERGENCY MEDICINE,0.0,5.5,0.0,5.33,20.0,,630,630
529,(V03) (630) HCS NEW YORK NY,18 HEMATOLOGY,11.32,12.0,13.64,0.0,0.0,,630,630
530,(V03) (630) HCS NEW YORK NY,19 INFECTIOUS DISEASES,0.0,0.0,16.9,0.0,0.0,,630,630
531,(V03) (630) HCS NEW YORK NY,20 DERMATOLOGY,13.79,13.64,0.0,13.64,0.0,,630,630
532,(V03) (630) HCS NEW YORK NY,21 GEN INTERNAL MED,6.56,8.43,5.04,4.84,1.51,,630,630
533,(V03) (630) HCS NEW YORK NY,25 GASTROENTEROLOGY,25.81,13.79,0.0,32.88,43.37,,630,630
534,(V03) (630) HCS NEW YORK NY,26 PULMONARY DISEASES,0.0,20.0,0.0,0.0,0.0,,630,630
535,(V03) (630) HCS NEW YORK NY,27 NEPHROLOGY,0.0,0.0,15.38,16.9,0.0,,630,630
536,(V03) (630) HCS NEW YORK NY,29 ENDOCRIN AND METAB,0.0,0.0,0.0,0.0,46.15,,630,630
537,(V03) (630) HCS NEW YORK NY,30 NEUROLOGY,7.14,7.27,7.84,7.23,0.0,,630,630
538,(V03) (630) HCS NEW YORK NY,31 PSYCHIATRY,2.57,7.44,11.98,10.02,12.63,,630,630
539,(V03) (630) HCS NEW YORK NY,38 RADIOLOGY-DIAGNOSTIC,0.0,0.0,0.0,14.46,0.0,,630,630
540,(V03) (630) HCS NEW YORK NY,44 PHYS MED & REHAB,9.02,0.0,9.68,0.0,11.01,,630,630
541,(V03) (630) HCS NEW YORK NY,E6 CARDIOLOGY NON-INTER,10.53,0.0,0.0,11.76,0.0,,630,630
542,(V03) (630) HCS NEW YORK NY,R4 VASCULAR SURGERY,100.0,0.0,0.0,0.0,0.0,,630,630
543,(V03) (632) MC NORTHPORT L I NY,0602 Physician (All Specialties),6.68,5.23,3.61,4.83,9.06,,632,632
544,(V03) (632) MC NORTHPORT L I NY,01 ANESTHESIOLOGY,0.0,0.0,0.0,0.0,17.65,,632,632
545,(V03) (632) MC NORTHPORT L I NY,02 SURGERY,0.0,0.0,0.0,0.0,28.57,,632,632
546,(V03) (632) MC NORTHPORT L I NY,03 GYNECOLOGY,66.67,100.0,0.0,0.0,0.0,,632,632
547,(V03) (632) MC NORTHPORT L I NY,05 MEDICAL ONCOLOGY,0.0,27.91,0.0,0.0,0.0,,632,632
548,(V03) (632) MC NORTHPORT L I NY,06 OPHTHALMOLOGY,17.65,0.0,0.0,7.64,7.64,,632,632
549,(V03) (632) MC NORTHPORT L I NY,07 ORTHOPEDIC SURGERY,0.0,25.53,0.0,0.0,0.0,,632,632
550,(V03) (632) MC NORTHPORT L I NY,09 PLASTIC SURGERY,48.0,0.0,0.0,0.0,44.44,,632,632
551,(V03) (632) MC NORTHPORT L I NY,12 UROLOGY,0.0,38.71,0.0,0.0,23.53,,632,632
552,(V03) (632) MC NORTHPORT L I NY,19 INFECTIOUS DISEASES,0.0,0.0,70.59,0.0,0.0,,632,632
553,(V03) (632) MC NORTHPORT L I NY,21 GEN INTERNAL MED,4.36,0.0,0.0,7.92,0.0,,632,632
554,(V03) (632) MC NORTHPORT L I NY,23 ALLERGY & IMMUNOLOGY,0.0,0.0,0.0,0.0,100.0,,632,632
555,(V03) (632) MC NORTHPORT L I NY,26 PULMONARY DISEASES,0.0,0.0,20.34,0.0,0.0,,632,632
556,(V03) (632) MC NORTHPORT L I NY,27 NEPHROLOGY,28.57,0.0,0.0,0.0,35.29,,632,632
557,(V03) (632) MC NORTHPORT L I NY,29 ENDOCRIN AND METAB,0.0,0.0,0.0,50.0,0.0,,632,632
558,(V03) (632) MC NORTHPORT L I NY,31 PSYCHIATRY,5.02,16.44,4.9,9.8,15.06,,632,632
559,(V03) (632) MC NORTHPORT L I NY,43 PATHOLOGY,0.0,0.0,0.0,0.0,60.0,,632,632
560,(V03) (632) MC NORTHPORT L I NY,44 PHYS MED & REHAB,22.22,0.0,21.82,0.0,0.0,,632,632
561,(V03) (632) MC NORTHPORT L I NY,46 NUCLEAR MEDICINE,35.29,0.0,0.0,0.0,0.0,,632,632
562,(V03) (632) MC NORTHPORT L I NY,51 CHIEF OF STAFF,0.0,0.0,0.0,0.0,100.0,,632,632
563,(V03) (632) MC NORTHPORT L I NY,G9 RADIATION ONCOLOGY,0.0,0.0,0.0,0.0,57.14,,632,632
564,(V03) (632) MC NORTHPORT L I NY,R3 HEMATOLOGY/ONCOLOGY,0.0,0.0,0.0,25.0,0.0,,632,632
565,(V03) (632) MC NORTHPORT L I NY,R4 VASCULAR SURGERY,0.0,0.0,57.14,0.0,0.0,,632,632
618,(V04) (460) MROC WILMINGTON DE,0602 Physician (All Specialties),3.51,4.76,6.05,12.66,15.11,,460,460
619,(V04) (460) MROC WILMINGTON DE,01 ANESTHESIOLOGY,0.0,0.0,0.0,63.16,0.0,,460,460
620,(V04) (460) MROC WILMINGTON DE,02 SURGERY,0.0,0.0,0.0,50.0,54.55,,460,460
621,(V04) (460) MROC WILMINGTON DE,07 ORTHOPEDIC SURGERY,0.0,0.0,0.0,0.0,100.0,,460,460
622,(V04) (460) MROC WILMINGTON DE,16 EMERGENCY MEDICINE,0.0,0.0,0.0,0.0,17.91,,460,460
623,(V04) (460) MROC WILMINGTON DE,21 GEN INTERNAL MED,0.0,9.38,10.08,11.76,0.0,,460,460
624,(V04) (460) MROC WILMINGTON DE,26 PULMONARY DISEASES,0.0,0.0,0.0,0.0,100.0,,460,460
625,(V04) (460) MROC WILMINGTON DE,29 ENDOCRIN AND METAB,0.0,0.0,0.0,100.0,0.0,,460,460
626,(V04) (460) MROC WILMINGTON DE,30 NEUROLOGY,0.0,0.0,0.0,0.0,63.16,,460,460
627,(V04) (460) MROC WILMINGTON DE,31 PSYCHIATRY,11.21,11.21,9.23,0.0,19.51,,460,460
628,(V04) (460) MROC WILMINGTON DE,38 RADIOLOGY-DIAGNOSTIC,0.0,0.0,0.0,0.0,36.36,,460,460
629,(V04) (460) MROC WILMINGTON DE,43 PATHOLOGY,0.0,0.0,0.0,100.0,71.43,,460,460
630,(V04) (460) MROC WILMINGTON DE,46 NUCLEAR MEDICINE,0.0,0.0,100.0,0.0,0.0,,460,460
631,(V04) (460) MROC WILMINGTON DE,E6 CARDIOLOGY NON-INTER,0.0,0.0,0.0,54.55,0.0,,460,460
632,(V04) (460) MROC WILMINGTON DE,K8 CRITICAL CARE,0.0,0.0,0.0,100.0,0.0,,460,460
633,(V04) (460) MROC WILMINGTON DE,P1 PRIMARY CARE,20.0,17.65,14.63,15.58,0.0,,460,460
634,(V04) (460) MROC WILMINGTON DE,R4 VASCULAR SURGERY,0.0,0.0,0.0,0.0,100.0,,460,460
635,(V04) (503) MC ALTOONA PA,0602 Physician (All Specialties),7.45,10.88,3.66,3.49,13.71,,503,503
636,(V04) (503) MC ALTOONA PA,02 SURGERY,0.0,0.0,0.0,0.0,100.0,,503,503
637,(V04) (503) MC ALTOONA PA,31 PSYCHIATRY,66.67,48.0,0.0,0.0,48.98,,503,503
638,(V04) (503) MC ALTOONA PA,38 RADIOLOGY-DIAGNOSTIC,0.0,0.0,0.0,48.0,57.14,,503,503
639,(V04) (503) MC ALTOONA PA,P1 PRIMARY CARE,8.45,16.33,8.63,0.0,0.0,,503,503
640,(V04) (529) MC BUTLER PA,0602 Physician (All Specialties),23.3,0.0,0.0,5.43,17.14,,529,529
641,(V04) (529) MC BUTLER PA,44 PHYS MED & REHAB,0.0,0.0,0.0,70.59,57.14,,529,529
642,(V04) (529) MC BUTLER PA,51 CHIEF OF STAFF,100.0,0.0,0.0,0.0,0.0,,529,529
643,(V04) (529) MC BUTLER PA,P1 PRIMARY CARE,25.53,0.0,0.0,0.0,20.69,,529,529
644,(V04) (540) MC CLARKSBURG WV,0602 Physician (All Specialties),7.04,8.82,6.76,9.69,11.51,,540,540
645,(V04) (540) MC CLARKSBURG WV,02 SURGERY,0.0,23.53,24.0,23.53,0.0,,540,540
646,(V04) (540) MC CLARKSBURG WV,07 ORTHOPEDIC SURGERY,0.0,0.0,0.0,0.0,100.0,,540,540
647,(V04) (540) MC CLARKSBURG WV,12 UROLOGY,0.0,57.14,0.0,0.0,0.0,,540,540
648,(V04) (540) MC CLARKSBURG WV,16 EMERGENCY MEDICINE,36.36,0.0,0.0,17.91,0.0,,540,540
649,(V04) (540) MC CLARKSBURG WV,20 DERMATOLOGY,0.0,100.0,0.0,100.0,0.0,,540,540
650,(V04) (540) MC CLARKSBURG WV,21 GEN INTERNAL MED,0.0,5.63,4.96,5.31,24.87,,540,540
651,(V04) (540) MC CLARKSBURG WV,25 GASTROENTEROLOGY,0.0,0.0,0.0,100.0,0.0,,540,540
652,(V04) (540) MC CLARKSBURG WV,26 PULMONARY DISEASES,0.0,0.0,0.0,50.0,85.71,,540,540
653,(V04) (540) MC CLARKSBURG WV,31 PSYCHIATRY,26.97,19.35,0.0,0.0,0.0,,540,540
654,(V04) (540) MC CLARKSBURG WV,49 FAMILY PRACTICE,11.76,0.0,11.65,0.0,12.0,,540,540
655,(V04) (540) MC CLARKSBURG WV,E6 CARDIOLOGY NON-INTER,0.0,0.0,31.58,0.0,0.0,,540,540
656,(V04) (542) MC COATESVILLE PA,0602 Physician (All Specialties),10.21,16.22,13.33,7.24,0.0,,542,542
657,(V04) (542) MC COATESVILLE PA,21 GEN INTERNAL MED,4.94,5.02,9.84,4.05,0.0,,542,542
658,(V04) (542) MC COATESVILLE PA,31 PSYCHIATRY,25.9,43.24,21.82,12.5,0.0,,542,542
659,(V04) (542) MC COATESVILLE PA,40 GERIATRICS,0.0,38.71,0.0,36.36,0.0,,542,542
660,(V04) (542) MC COATESVILLE PA,51 CHIEF OF STAFF,0.0,0.0,100.0,0.0,0.0,,542,542
661,(V04) (562) MC ERIE PA,0602 Physician (All Specialties),13.64,5.65,5.41,13.36,7.68,,562,562
662,(V04) (562) MC ERIE PA,02 SURGERY,0.0,0.0,0.0,57.14,0.0,,562,562
663,(V04) (562) MC ERIE PA,12 UROLOGY,100.0,0.0,0.0,0.0,0.0,,562,562
664,(V04) (562) MC ERIE PA,21 GEN INTERNAL MED,0.0,11.43,11.32,37.5,0.0,,562,562
665,(V04) (562) MC ERIE PA,31 PSYCHIATRY,0.0,27.91,0.0,0.0,0.0,,562,562
666,(V04) (562) MC ERIE PA,49 FAMILY PRACTICE,36.73,0.0,16.22,0.0,16.98,,562,562
667,(V04) (562) MC ERIE PA,51 CHIEF OF STAFF,0.0,0.0,0.0,0.0,100.0,,562,562
668,(V04) (562) MC ERIE PA,K6 HOSPITALIST,36.36,0.0,0.0,22.64,0.0,,562,562
669,(V04) (562) MC ERIE PA,P1 PRIMARY CARE,0.0,0.0,0.0,0.0,20.34,,562,562
670,(V04) (595) MC LEBANON PA,0602 Physician (All Specialties),11.79,6.42,9.13,8.64,2.96,,595,595
671,(V04) (595) MC LEBANON PA,02 SURGERY,0.0,15.19,0.0,0.0,0.0,,595,595
672,(V04) (595) MC LEBANON PA,05 MEDICAL ONCOLOGY,0.0,0.0,0.0,66.67,0.0,,595,595
673,(V04) (595) MC LEBANON PA,07 ORTHOPEDIC SURGERY,0.0,0.0,0.0,30.0,0.0,,595,595
674,(V04) (595) MC LEBANON PA,09 PLASTIC SURGERY,0.0,100.0,0.0,0.0,0.0,,595,595
675,(V04) (595) MC LEBANON PA,12 UROLOGY,100.0,0.0,0.0,26.67,0.0,,595,595
676,(V04) (595) MC LEBANON PA,16 EMERGENCY MEDICINE,0.0,0.0,0.0,10.53,0.0,,595,595
677,(V04) (595) MC LEBANON PA,19 INFECTIOUS DISEASES,0.0,0.0,0.0,0.0,100.0,,595,595
678,(V04) (595) MC LEBANON PA,20 DERMATOLOGY,52.17,0.0,60.0,0.0,0.0,,595,595
679,(V04) (595) MC LEBANON PA,21 GEN INTERNAL MED,14.75,0.0,12.37,0.0,0.0,,595,595
680,(V04) (595) MC LEBANON PA,25 GASTROENTEROLOGY,0.0,0.0,37.5,0.0,0.0,,595,595
681,(V04) (595) MC LEBANON PA,29 ENDOCRIN AND METAB,0.0,0.0,70.59,0.0,100.0,,595,595
682,(V04) (595) MC LEBANON PA,30 NEUROLOGY,0.0,0.0,0.0,70.59,0.0,,595,595
683,(V04) (595) MC LEBANON PA,31 PSYCHIATRY,0.0,9.6,0.0,19.35,6.56,,595,595
684,(V04) (595) MC LEBANON PA,38 RADIOLOGY-DIAGNOSTIC,0.0,31.58,0.0,0.0,0.0,,595,595
685,(V04) (595) MC LEBANON PA,43 PATHOLOGY,70.59,0.0,0.0,0.0,0.0,,595,595
686,(V04) (595) MC LEBANON PA,44 PHYS MED & REHAB,0.0,27.27,0.0,0.0,0.0,,595,595
687,(V04) (595) MC LEBANON PA,49 FAMILY PRACTICE,52.17,0.0,40.0,0.0,0.0,,595,595
688,(V04) (595) MC LEBANON PA,59 ASSOC COS AMBUL CARE,0.0,0.0,0.0,100.0,0.0,,595,595
689,(V04) (595) MC LEBANON PA,E2 ASSOC COS GER/LTC,0.0,100.0,0.0,0.0,0.0,,595,595
690,(V04) (595) MC LEBANON PA,E6 CARDIOLOGY NON-INTER,57.14,0.0,0.0,0.0,0.0,,595,595
691,(V04) (595) MC LEBANON PA,K6 HOSPITALIST,48.0,0.0,41.38,0.0,0.0,,595,595
692,(V04) (642) MC PHILADELPHIA PA,0602 Physician (All Specialties),11.51,13.1,11.86,16.5,11.52,,642,642
693,(V04) (642) MC PHILADELPHIA PA,01 ANESTHESIOLOGY,12.9,16.44,0.0,15.19,12.24,,642,642
694,(V04) (642) MC PHILADELPHIA PA,02 SURGERY,0.0,40.91,13.19,10.26,7.27,,642,642
695,(V04) (642) MC PHILADELPHIA PA,03 GYNECOLOGY,75.0,0.0,0.0,66.67,0.0,,642,642
696,(V04) (642) MC PHILADELPHIA PA,06 OPHTHALMOLOGY,17.73,5.88,26.09,6.67,0.0,,642,642
697,(V04) (642) MC PHILADELPHIA PA,07 ORTHOPEDIC SURGERY,0.0,12.24,10.34,0.0,0.0,,642,642
698,(V04) (642) MC PHILADELPHIA PA,08 OTOLARYNGOLOGY,27.27,40.0,30.77,34.78,17.39,,642,642
699,(V04) (642) MC PHILADELPHIA PA,09 PLASTIC SURGERY,0.0,0.0,0.0,0.0,100.0,,642,642
700,(V04) (642) MC PHILADELPHIA PA,12 UROLOGY,16.67,19.35,19.35,16.67,16.9,,642,642
701,(V04) (642) MC PHILADELPHIA PA,16 EMERGENCY MEDICINE,13.19,0.0,9.23,21.18,0.0,,642,642
702,(V04) (642) MC PHILADELPHIA PA,19 INFECTIOUS DISEASES,14.63,0.0,0.0,0.0,0.0,,642,642
703,(V04) (642) MC PHILADELPHIA PA,20 DERMATOLOGY,26.09,21.82,20.0,17.91,14.29,,642,642
704,(V04) (642) MC PHILADELPHIA PA,21 GEN INTERNAL MED,14.15,18.14,11.59,32.43,16.26,,642,642
705,(V04) (642) MC PHILADELPHIA PA,23 ALLERGY & IMMUNOLOGY,0.0,100.0,0.0,0.0,0.0,,642,642
706,(V04) (642) MC PHILADELPHIA PA,25 GASTROENTEROLOGY,0.0,0.0,0.0,17.65,29.27,,642,642
707,(V04) (642) MC PHILADELPHIA PA,26 PULMONARY DISEASES,12.5,0.0,0.0,10.91,0.0,,642,642
708,(V04) (642) MC PHILADELPHIA PA,27 NEPHROLOGY,0.0,12.24,11.88,0.0,11.54,,642,642
709,(V04) (642) MC PHILADELPHIA PA,28 RHEUMATOLOGY,0.0,0.0,30.0,0.0,0.0,,642,642
710,(V04) (642) MC PHILADELPHIA PA,29 ENDOCRIN AND METAB,26.67,0.0,0.0,80.0,23.53,,642,642
711,(V04) (642) MC PHILADELPHIA PA,30 NEUROLOGY,26.67,0.0,0.0,0.0,0.0,,642,642
712,(V04) (642) MC PHILADELPHIA PA,31 PSYCHIATRY,4.7,4.55,2.04,15.21,10.0,,642,642
713,(V04) (642) MC PHILADELPHIA PA,35 CLINICAL SCHOLAR-RWJ,50.0,34.78,36.36,48.0,47.37,,642,642
714,(V04) (642) MC PHILADELPHIA PA,38 RADIOLOGY-DIAGNOSTIC,0.0,14.46,0.0,34.78,17.14,,642,642
715,(V04) (642) MC PHILADELPHIA PA,39 RADIOLOGY-THERAPEU,100.0,0.0,0.0,0.0,0.0,,642,642
716,(V04) (642) MC PHILADELPHIA PA,40 GERIATRICS,0.0,13.48,0.0,13.95,0.0,,642,642
717,(V04) (642) MC PHILADELPHIA PA,43 PATHOLOGY,0.0,20.0,0.0,0.0,0.0,,642,642
718,(V04) (642) MC PHILADELPHIA PA,44 PHYS MED & REHAB,0.0,0.0,0.0,0.0,24.24,,642,642
719,(V04) (642) MC PHILADELPHIA PA,45 RADIOLOGY-INTERVENT,0.0,0.0,0.0,0.0,33.33,,642,642
720,(V04) (642) MC PHILADELPHIA PA,46 NUCLEAR MEDICINE,0.0,0.0,50.0,0.0,34.29,,642,642
721,(V04) (642) MC PHILADELPHIA PA,49 FAMILY PRACTICE,0.0,0.0,17.65,0.0,0.0,,642,642
722,(V04) (642) MC PHILADELPHIA PA,54 ASSOC COS RES & DEV,0.0,100.0,0.0,0.0,0.0,,642,642
723,(V04) (642) MC PHILADELPHIA PA,E6 CARDIOLOGY NON-INTER,0.0,0.0,0.0,0.0,19.67,,642,642
724,(V04) (642) MC PHILADELPHIA PA,H1 PSYCHIATRY FELW,100.0,100.0,0.0,0.0,0.0,,642,642
725,(V04) (642) MC PHILADELPHIA PA,H3 AMBULATORY CARE FELW,0.0,0.0,0.0,57.14,100.0,,642,642
726,(V04) (642) MC PHILADELPHIA PA,H8 NEURO/TRAU BRN INJ F,0.0,50.0,48.0,50.0,100.0,,642,642
727,(V04) (642) MC PHILADELPHIA PA,K6 HOSPITALIST,57.14,50.0,50.91,23.81,13.74,,642,642
728,(V04) (642) MC PHILADELPHIA PA,M9 CARDIOLOGY-INTERVEN,0.0,54.55,0.0,0.0,0.0,,642,642
729,(V04) (642) MC PHILADELPHIA PA,N9 CARDIAC ELECTROPHY,0.0,0.0,0.0,42.11,0.0,,642,642
730,(V04) (642) MC PHILADELPHIA PA,P1 PRIMARY CARE,88.89,0.0,19.05,13.48,11.32,,642,642
731,(V04) (642) MC PHILADELPHIA PA,R3 HEMATOLOGY/ONCOLOGY,0.0,25.0,58.54,20.34,21.43,,642,642
732,(V04) (642) MC PHILADELPHIA PA,R4 VASCULAR SURGERY,0.0,0.0,48.0,0.0,0.0,,642,642
733,(V04) (646) HCS PITTSBURGH PA,0602 Physician (All Specialties),5.65,8.46,8.81,7.9,9.14,,646,646
734,(V04) (646) HCS PITTSBURGH PA,01 ANESTHESIOLOGY,0.0,0.0,0.0,15.79,14.81,,646,646
735,(V04) (646) HCS PITTSBURGH PA,02 SURGERY,21.24,35.64,13.04,0.0,26.87,,646,646
736,(V04) (646) HCS PITTSBURGH PA,06 OPHTHALMOLOGY,11.65,12.9,20.69,10.0,10.81,,646,646
737,(V04) (646) HCS PITTSBURGH PA,07 ORTHOPEDIC SURGERY,0.0,34.29,0.0,0.0,0.0,,646,646
738,(V04) (646) HCS PITTSBURGH PA,11 THORACIC SURGERY,0.0,0.0,0.0,0.0,80.0,,646,646
739,(V04) (646) HCS PITTSBURGH PA,16 EMERGENCY MEDICINE,0.0,0.0,16.78,17.91,8.39,,646,646
740,(V04) (646) HCS PITTSBURGH PA,18 HEMATOLOGY,0.0,29.27,0.0,0.0,0.0,,646,646
741,(V04) (646) HCS PITTSBURGH PA,19 INFECTIOUS DISEASES,0.0,24.49,0.0,23.08,0.0,,646,646
742,(V04) (646) HCS PITTSBURGH PA,20 DERMATOLOGY,181.82,0.0,0.0,0.0,0.0,,646,646
743,(V04) (646) HCS PITTSBURGH PA,21 GEN INTERNAL MED,2.18,8.89,2.39,7.36,2.42,,646,646
744,(V04) (646) HCS PITTSBURGH PA,25 GASTROENTEROLOGY,0.0,12.63,0.0,0.0,38.4,,646,646
745,(V04) (646) HCS PITTSBURGH PA,26 PULMONARY DISEASES,0.0,0.0,12.24,0.0,0.0,,646,646
746,(V04) (646) HCS PITTSBURGH PA,28 RHEUMATOLOGY,0.0,0.0,27.27,34.29,0.0,,646,646
747,(V04) (646) HCS PITTSBURGH PA,29 ENDOCRIN AND METAB,0.0,0.0,21.05,0.0,0.0,,646,646
748,(V04) (646) HCS PITTSBURGH PA,30 NEUROLOGY,0.0,0.0,12.63,0.0,12.5,,646,646
749,(V04) (646) HCS PITTSBURGH PA,31 PSYCHIATRY,0.0,3.58,10.0,8.61,13.61,,646,646
750,(V04) (646) HCS PITTSBURGH PA,34 ADV GERIATRIC FELLOW,0.0,0.0,0.0,0.0,150.0,,646,646
751,(V04) (646) HCS PITTSBURGH PA,38 RADIOLOGY-DIAGNOSTIC,0.0,0.0,19.05,25.0,0.0,,646,646
752,(V04) (646) HCS PITTSBURGH PA,39 RADIOLOGY-THERAPEU,0.0,0.0,0.0,57.14,0.0,,646,646
753,(V04) (646) HCS PITTSBURGH PA,40 GERIATRICS,12.0,0.0,0.0,36.36,19.67,,646,646
754,(V04) (646) HCS PITTSBURGH PA,43 PATHOLOGY,0.0,0.0,0.0,0.0,10.43,,646,646
755,(V04) (646) HCS PITTSBURGH PA,46 NUCLEAR MEDICINE,0.0,80.0,100.0,0.0,0.0,,646,646
756,(V04) (646) HCS PITTSBURGH PA,E6 CARDIOLOGY NON-INTER,29.27,17.65,0.0,0.0,0.0,,646,646
757,(V04) (646) HCS PITTSBURGH PA,G9 RADIATION ONCOLOGY,0.0,0.0,100.0,0.0,0.0,,646,646
758,(V04) (646) HCS PITTSBURGH PA,H1 PSYCHIATRY FELW,0.0,100.0,0.0,0.0,0.0,,646,646
759,(V04) (646) HCS PITTSBURGH PA,H7 HLTH SVCS RESCH FELW,0.0,0.0,100.0,0.0,0.0,,646,646
760,(V04) (646) HCS PITTSBURGH PA,H8 NEURO/TRAU BRN INJ F,0.0,0.0,100.0,0.0,0.0,,646,646
761,(V04) (646) HCS PITTSBURGH PA,H9 WOMEN VETS HLTH FELW,72.73,44.44,33.33,60.0,23.53,,646,646
762,(V04) (646) HCS PITTSBURGH PA,K6 HOSPITALIST,57.14,57.14,0.0,0.0,0.0,,646,646
763,(V04) (646) HCS PITTSBURGH PA,M9 CARDIOLOGY-INTERVEN,0.0,0.0,0.0,21.43,27.91,,646,646
764,(V04) (646) HCS PITTSBURGH PA,R4 VASCULAR SURGERY,0.0,0.0,57.14,0.0,0.0,,646,646
765,(V04) (693) MC WILKES BARRE PA,0602 Physician (All Specialties),6.77,3.01,7.2,7.93,13.47,,693,693
